dataset,tag,arm,model,regime,medae,hit3,hit3_lo,bin_floor,smooth_floor,R12,R12_bin_floor,R12_smooth_floor,R23,R23_lo,R23_bin_floor,R23_smooth_floor,R13_smooth_floor,hit1_smooth_floor,excess_bin,excess_smooth,R23_excess_smooth,R12_excess_smooth
ppbr,haiku45,t1024,Claude Haiku 4.5,untestable,90.24,0.0,0.0,0.037,0.042,13.0435,10.1351,5.5172,0.0,0.0,6.1483,7.2183,0.3983,10.5482,0.0,0.0,0.0,2.3641
ppbr,kimik3,reg,Kimi K3,clean,7.57,0.823,0.2058,0.9348,0.4303,21.6216,19.9481,12.6293,10.0,2.2727,12.0537,7.138,0.9015,47.7357,0.8804,1.9125,1.401,1.712
ppbr,kimik3,t1024,Kimi K3,clean,4.35,0.8316,0.2079,0.9653,0.7941,19.5238,19.5714,16.8354,9.7561,2.0823,11.1972,7.9659,1.3411,59.21,0.8615,1.0473,1.2247,1.1597
ppbr,llama4mav,reg,Llama 4 Maverick,clean,3.295,0.2049,0.0,1.0317,0.9887,24.4898,22.9431,18.9507,1.6667,0.0,8.9317,7.9944,1.515,65.2633,0.1986,0.2072,0.2085,1.2923
ppbr,llama4mav,t1024,Llama 4 Maverick,clean,3.405,1.0246,0.2049,1.3315,1.0113,28.3333,26.1702,18.7792,7.3529,1.5873,10.2762,8.3545,1.5689,64.457,0.7695,1.0132,0.8801,1.5088
ppbr,luna,reg,GPT-5.6 luna,clean,4.915,0.6148,0.0,0.4027,0.6619,14.7619,12.9503,15.5422,9.6774,0.0,7.2833,7.5626,1.1754,56.3115,1.5267,0.9289,1.2796,0.9498
ppbr,luna,t1024,GPT-5.6 luna,clean,3.69,1.4344,0.4098,1.5783,0.8678,23.9316,23.9726,18.0152,12.5,4.2531,13.7494,7.6804,1.3836,62.7203,0.9088,1.6529,1.6275,1.3284
ppbr,minimaxm3,reg,MiniMax M3,clean,5.07,1.0309,0.2062,0.4076,0.6588,17.8571,16.9119,15.3398,12.5,2.9412,5.1106,7.7071,1.1822,55.7254,2.5292,1.5648,1.6219,1.1641
ppbr,minimaxm3,t1024,MiniMax M3,clean,4.42,0.8386,0.2096,0.4171,0.7705,14.6667,13.9622,16.8046,12.1212,2.6316,6.232,7.8114,1.3127,58.6967,2.0105,1.0884,1.5517,0.8728
ppbr,mistrall,reg,Mistral Large 2512,clean,3.94,1.2295,0.4098,1.0768,0.873,21.9008,22.4099,17.5651,11.3208,3.7718,9.6904,8.0751,1.4184,61.5451,1.1418,1.4084,1.4019,1.2468
ppbr,mistrall,t1024,Mistral Large 2512,clean,3.97,1.2295,0.4098,1.0613,0.7889,24.7934,25.9318,17.3214,10.0,3.125,8.2588,7.4403,1.2888,61.2162,1.1585,1.5584,1.344,1.4314
ppbr,opus5,reg,Claude Opus 5,clean,3.915,1.2295,0.4098,1.2319,0.7725,24.1667,23.5866,17.3789,10.3448,3.4483,10.5994,7.2312,1.2567,61.4734,0.9981,1.5915,1.4306,1.3906
ppbr,opus5,t1024,Claude Opus 5,clean,4.545,1.0246,0.2049,0.7464,0.7684,24.1228,22.3311,16.3764,9.0909,2.0823,7.0035,8.0559,1.3193,58.248,1.3727,1.3333,1.1285,1.473
ppbr,qwen3,reg,Qwen3-235B,clean,4.015,0.4098,0.0,0.4492,0.8617,17.3077,16.8391,17.364,5.5556,0.0,6.274,8.1421,1.4138,60.9477,0.9123,0.4756,0.6823,0.9968
ppbr,qwen3,t1024,Qwen3-235B,clean,4.045,0.8197,0.2049,0.5654,0.79,18.0488,16.9632,17.4101,10.8108,2.6299,8.0479,7.4876,1.3036,60.5984,1.4498,1.0376,1.4438,1.0367
ppbr,sol,reg,GPT-5.6 sol,clean,3.8,2.6639,1.2295,2.035,0.834,21.8884,23.5894,17.6285,25.4902,13.3333,17.9219,7.6046,1.3406,62.2131,1.309,3.1941,3.3519,1.2417
ppbr,sol,t1024,GPT-5.6 sol,clean,3.76,1.2295,0.4098,2.1088,0.8596,23.4568,23.8359,17.8131,10.5263,3.2787,17.8796,7.7341,1.3777,62.3965,0.583,1.4303,1.361,1.3168
ppbr,sonnet5,reg,Claude Sonnet 5,clean,4.445,0.6148,0.0,0.453,0.8023,15.9483,15.4709,16.4608,8.1081,0.0,6.2209,8.3112,1.3681,58.6404,1.3572,0.7663,0.9756,0.9689
ppbr,sonnet5,t1024,Claude Sonnet 5,clean,4.695,0.6148,0.0,0.407,0.6219,17.8571,17.0774,15.8574,7.5,0.0,5.22,6.8187,1.0813,57.5184,1.5106,0.9885,1.0999,1.1261
ppbr,terra,reg,GPT-5.6 terra,clean,3.64,1.0246,0.2049,1.3697,0.915,23.8494,21.7331,18.1553,8.7719,2.0379,12.8691,7.9832,1.4494,63.1281,0.748,1.1198,1.0988,1.3136
ppbr,terra,t1024,GPT-5.6 terra,clean,4.1,1.4344,0.4098,1.0653,0.8084,19.3133,20.8089,17.4795,15.5556,5.9971,10.71,7.6624,1.3394,60.3576,1.3465,1.7744,2.0301,1.1049
qm7,gem25pro,reg,Gemini 2.5 Pro,clean,153.96,1.0,0.2,1.5288,2.155,21.9814,24.0156,25.8274,7.0423,1.5625,9.9487,12.0163,3.1035,69.438,0.6541,0.464,0.5861,0.8511
qm7,gem25pro,t1024,Gemini 2.5 Pro,clean,138.26,1.8,0.8,2.176,2.332,24.9275,24.5569,27.1572,10.4651,4.7045,12.9417,11.9278,3.2392,71.992,0.8272,0.7719,0.8774,0.9179
qm7,gem31flashlite,reg,Gemini 3.1 Flash-Lite,untestable,2859.06,0.2105,0.0,0.0909,0.111,15.9091,12.3748,11.2719,14.2857,0.0,8.0567,10.403,1.1726,9.466,2.3157,1.8964,1.3732,1.4114
qm7,gem31flashlite,t1024,Gemini 3.1 Flash-Lite,untestable,3028.085,0.0,0.0,0.0,0.113,0.0,0.0,11.9018,,,0.0,10.8968,1.2969,8.713,0.0,0.0,,0.0
qm7,gem31pro,reg,Gemini 3.1 Pro,clean,99.61,1.6,0.6,1.2913,3.197,30.2469,29.9006,33.0817,8.1633,2.9696,6.7439,12.3427,4.0832,78.297,1.2391,0.5005,0.6614,0.9143
qm7,gem31pro,t1024,Gemini 3.1 Pro,clean,100.73,1.4,0.4,0.8631,3.163,26.5918,26.0157,33.0222,9.8592,3.702,6.3174,12.2792,4.0549,78.005,1.6221,0.4426,0.8029,0.8053
qm7,gem35flash,reg,Gemini 3.5 Flash,untestable,2888.045,0.0,0.0,0.0,0.116,7.1429,7.4796,12.2529,0.0,0.0,0.0,10.2837,1.26,9.206,0.0,0.0,0.0,0.583
qm7,gem35flash,t1024,Gemini 3.5 Flash,untestable,2947.66,0.0,0.0,0.0917,0.109,15.625,16.7485,11.8135,0.0,0.0,8.6398,10.0739,1.1901,9.159,0.0,0.0,0.0,1.3226
qm7,gem36flash,reg,Gemini 3.6 Flash,untestable,2880.88,0.0,0.0,0.0,0.117,0.0,0.0,11.0554,,,0.0,11.5271,1.2744,9.181,0.0,0.0,,0.0
qm7,gem36flash,t1024,Gemini 3.6 Flash,untestable,3028.03,0.2,0.0,0.1592,0.105,38.0952,40.7841,11.7835,12.5,0.0,9.4659,10.1744,1.1989,8.758,1.2563,1.9048,1.2286,3.2329
qm7,gem3flash,reg,Gemini 3 Flash,untestable,2785.45,0.0,0.0,0.0,0.114,,0.0,12.0994,,,0.0,9.8361,1.1901,9.579,0.0,0.0,,
qm7,gem3flash,t1024,Gemini 3 Flash,untestable,2836.58,0.0,0.0,0.0,0.124,,0.0,12.301,,,0.0,10.9929,1.3522,9.17,0.0,0.0,,
qm7,gpt41,reg,GPT-4.1,untestable,1994.24,0.0,0.0,0.0,0.139,,0.0,12.1641,,,0.0,8.7975,1.0701,12.989,0.0,0.0,,
qm7,gpt41,t1024,GPT-4.1,untestable,1987.885,0.0,0.0,0.0,0.177,,0.0,12.5629,,,0.0,10.7338,1.3485,13.126,0.0,0.0,,
qm7,gpt5,reg,GPT-5,untestable,2248.68,0.0,0.0,0.0,0.156,0.0,0.0,12.5582,,,0.0,10.7143,1.3455,11.594,0.0,0.0,,0.0
qm7,gpt5,t1024,GPT-5,untestable,2892.82,0.0,0.0,0.0271,0.117,60.0,37.52,11.7717,0.0,0.0,5.3417,10.7045,1.2601,9.285,0.0,0.0,0.0,5.097
qm7,gpt55,reg,GPT-5.5,untestable,3088.36,0.0,0.0,0.0,0.108,,0.0,12.0787,,,0.0,10.4651,1.264,8.544,0.0,0.0,,
qm7,gpt55,t1024,GPT-5.5,untestable,3078.58,0.0,0.0,0.0,0.095,20.0,20.0,11.6544,0.0,0.0,0.0,9.4905,1.1061,8.589,0.0,0.0,0.0,1.7161
qm7,grok43,reg,Grok 4.3,clean,437.23,0.4,0.0,0.5173,0.747,20.1258,18.7753,16.3529,6.25,0.0,8.6428,10.7761,1.7622,42.39,0.7732,0.5355,0.58,1.2307
qm7,grok43,t1024,Grok 4.3,clean,277.7,1.6,0.6,1.1759,1.127,26.4706,24.6509,19.3511,12.6984,4.5438,10.122,10.6875,2.0682,54.493,1.3607,1.4197,1.1882,1.3679
qm7,grok45,reg,Grok 4.5,clean,130.695,2.0,1.0,1.7943,2.454,24.0793,24.6388,28.1532,11.7647,5.4941,10.2604,11.8803,3.3447,73.37,1.1146,0.815,0.9903,0.8553
qm7,grok45,t1024,Grok 4.5,clean,74.95,2.8283,1.4141,1.9152,4.176,29.8795,29.25,38.7137,11.2903,5.9236,7.9822,13.0158,5.0389,82.875,1.4768,0.6773,0.8674,0.7718
qm7,haiku45,reg,Claude Haiku 4.5,untestable,2004.305,0.0,0.0,0.0,0.153,,0.0,12.2573,,,0.0,9.5031,1.1648,13.135,0.0,0.0,,
qm7,haiku45,t1024,Claude Haiku 4.5,untestable,1989.5,0.0,0.0,0.0,0.167,,0.0,12.2721,,,0.0,10.4245,1.2793,13.054,0.0,0.0,,
qm7,kimik3,reg,Kimi K3,clean,373.7862,0.4008,0.0,0.5447,0.858,15.7895,15.428,17.1288,7.4074,0.0,10.2407,10.8183,1.8531,46.302,0.7358,0.4671,0.6847,0.9218
qm7,kimik3,t1024,Kimi K3,clean,655.105,2.2358,1.0163,1.5517,0.507,37.0558,34.3677,14.5865,15.0685,7.4573,11.3837,10.6849,1.5586,32.53,1.4409,4.4099,1.4103,2.5404
qm7,llama4mav,reg,Llama 4 Maverick,untestable,3596.53,0.0,0.0,0.0,0.089,50.0,50.0,11.8572,0.0,0.0,0.0,10.0,1.1857,7.506,0.0,0.0,0.0,4.2169
qm7,llama4mav,t1024,Llama 4 Maverick,untestable,3563.61,0.0,0.0,0.0,0.088,0.0,0.0,11.3627,,,0.0,10.4389,1.1861,7.419,0.0,0.0,,0.0
qm7,luna,reg,GPT-5.6 luna,untestable,2741.975,0.0,0.0,0.0,0.124,0.0,0.0,11.6679,,,0.0,11.0027,1.2838,9.659,0.0,0.0,,0.0
qm7,luna,t1024,GPT-5.6 luna,untestable,3059.305,0.0,0.0,0.0,0.106,,0.0,12.1636,,,0.0,10.0665,1.2244,8.657,0.0,0.0,,
qm7,minimaxm3,reg,MiniMax M3,untestable,918.115,0.0,0.0,0.4211,0.354,18.5714,19.3401,13.6829,0.0,0.0,15.2066,10.3873,1.4213,24.907,0.0,0.0,0.0,1.3573
qm7,minimaxm3,t1024,MiniMax M3,untestable,3007.23,0.2096,0.0,0.0731,0.1,31.0345,39.1985,11.8255,11.1111,0.0,3.1289,9.8135,1.1605,8.617,2.8673,2.096,1.1322,2.6244
qm7,mistrall,reg,Mistral Large 2512,untestable,5429.115,0.0,0.0,0.0079,0.068,0.0,10.8667,11.6163,,,3.95,11.7241,1.3619,4.993,0.0,0.0,,0.0
qm7,mistrall,t1024,Mistral Large 2512,untestable,5406.95,0.0,0.0,0.0,0.045,50.0,34.925,11.3922,0.0,0.0,0.0,7.8671,0.8962,5.021,0.0,0.0,0.0,4.389
qm7,opus5,reg,Claude Opus 5,partial,113.52,5.0,3.2,2.9584,2.884,36.7052,34.3547,30.2988,19.685,13.0435,12.3714,12.5223,3.7941,76.013,1.6901,1.7337,1.572,1.2114
qm7,opus5,t1024,Claude Opus 5,trace,17.51,16.2325,13.021,10.8877,16.059,66.0793,61.6216,73.8028,27.0,21.7227,19.8734,22.7368,16.7804,95.701,1.4909,1.0108,1.1875,0.8953
qm7,qwen3,reg,Qwen3-235B,untestable,1477.335,0.0,0.0,0.0,0.205,0.0,11.625,12.5486,,,0.0,9.7805,1.2273,16.703,0.0,0.0,,0.0
qm7,qwen3,t1024,Qwen3-235B,untestable,1387.57,0.0,0.0,0.1131,0.252,30.7692,28.866,12.8476,0.0,0.0,15.5492,10.9518,1.407,17.91,0.0,0.0,0.0,2.3949
qm7,sol,reg,GPT-5.6 sol,untestable,2990.39,0.0,0.0,0.1166,0.091,20.8333,21.4993,11.7834,0.0,0.0,11.2544,8.75,1.031,8.826,0.0,0.0,0.0,1.768
qm7,sol,t1024,GPT-5.6 sol,clean,55.415,7.0,4.8,5.5685,5.465,62.5397,57.6042,45.3931,17.7665,12.4291,15.5848,13.8365,6.2808,87.011,1.2571,1.2809,1.284,1.3777
qm7,sonnet5,reg,Claude Sonnet 5,clean,221.63,0.6,0.0,0.7817,1.444,24.5353,22.6892,21.3232,4.5455,0.0,6.4199,11.1592,2.3795,60.685,0.7676,0.4155,0.4073,1.1506
qm7,sonnet5,t1024,Claude Sonnet 5,partial,280.595,1.4,0.6,0.5717,1.187,22.8814,20.5768,19.3259,12.963,5.0847,5.8549,11.264,2.1769,54.528,2.4488,1.1794,1.1508,1.184
qm7,terra,reg,GPT-5.6 terra,untestable,2327.575,0.2,0.0,0.1531,0.139,6.6667,9.0934,12.093,25.0,0.0,14.4476,10.1981,1.2333,11.271,1.3063,1.4388,2.4514,0.5513
qm7,terra,t1024,GPT-5.6 terra,clean,2832.49,1.0,0.2,1.7568,0.124,53.2258,48.3308,11.9778,7.5758,1.5625,14.7595,11.032,1.3214,9.384,0.5692,8.0645,0.6867,4.4437
qm8,dsv4pro,t1024,DeepSeek V4 Pro,clean,0.0279,0.4425,0.0,0.9179,1.162,19.0476,16.9196,17.9928,3.5714,0.0,8.2936,10.8023,1.9436,59.785,0.4821,0.3808,0.3306,1.0586
qm8,gem25pro,reg,Gemini 2.5 Pro,clean,0.038,1.8,0.795,1.1856,0.828,18.8755,18.0114,15.8147,19.1489,7.8431,13.276,10.2387,1.6192,51.136,1.5182,2.1739,1.8703,1.1935
qm8,gem25pro,t1024,Gemini 2.5 Pro,clean,0.0405,1.4,0.4,1.0062,0.805,15.7025,14.7367,15.5768,18.4211,6.0606,14.1306,10.4437,1.6268,49.484,1.3914,1.7391,1.7638,1.0081
qm8,gem31flashlite,reg,Gemini 3.1 Flash-Lite,clean,0.0265,0.8,0.2,1.1648,1.244,13.8191,13.3353,18.5585,7.2727,1.6667,10.9776,10.9555,2.0332,61.185,0.6868,0.6431,0.6638,0.7446
qm8,gem31flashlite,t1024,Gemini 3.1 Flash-Lite,clean,0.0267,0.6,0.0,0.9127,1.169,10.2493,11.4886,18.3827,8.1081,0.0,11.1142,10.418,1.9151,61.041,0.6574,0.5133,0.7783,0.5576
qm8,gem31pro,reg,Gemini 3.1 Pro,clean,0.0137,1.0,0.2,1.6419,2.262,24.8139,24.2921,26.5073,5.0,1.0753,8.3679,11.2163,2.9731,76.081,0.6091,0.4421,0.4458,0.9361
qm8,gem31pro,t1024,Gemini 3.1 Pro,clean,0.0111,1.6,0.6,1.8446,2.84,25.122,24.6963,30.3829,7.767,2.7523,9.1242,11.7375,3.5662,79.637,0.8674,0.5634,0.6617,0.8268
qm8,gem35flash,reg,Gemini 3.5 Flash,clean,0.0186,2.4,1.2,1.7305,1.727,21.8579,21.3344,22.4393,15.0,7.5945,11.0575,11.0408,2.4775,69.708,1.3869,1.3897,1.3586,0.9741
qm8,gem35flash,t1024,Gemini 3.5 Flash,clean,0.0119,2.4,1.2,1.8604,2.618,28.2297,25.419,29.1405,10.1695,4.997,8.807,11.4845,3.3466,78.228,1.29,0.9167,0.8855,0.9687
qm8,gem36flash,reg,Gemini 3.6 Flash,clean,0.0164,2.0,0.8,1.9194,1.959,21.6931,21.9029,24.2341,12.1951,5.1235,11.5282,11.1459,2.7011,72.526,1.042,1.0209,1.0941,0.8951
qm8,gem36flash,t1024,Gemini 3.6 Flash,clean,0.0119,1.4,0.4,2.0725,2.752,25.0,24.9198,29.2415,7.2165,2.3529,10.7232,12.029,3.5175,78.238,0.6755,0.5087,0.5999,0.8549
qm8,gem3flash,reg,Gemini 3 Flash,clean,0.0186,1.4,0.4,1.2324,1.64,19.3717,18.3331,22.1941,9.4595,2.9851,8.7421,10.6245,2.358,69.55,1.136,0.8537,0.8903,0.8728
qm8,gem3flash,t1024,Gemini 3 Flash,clean,0.0121,2.2,1.0,2.5785,2.698,24.0506,23.5295,29.0152,11.5789,5.2083,13.8611,11.9028,3.4536,78.121,0.8532,0.8154,0.9728,0.8289
qm8,gpt41,reg,GPT-4.1,clean,0.0286,1.2,0.4,1.2674,1.146,21.3793,22.4484,18.2355,9.6774,3.1734,9.6915,10.6545,1.9429,58.984,0.9468,1.0471,0.9083,1.1724
qm8,gpt41,t1024,GPT-4.1,clean,0.0306,0.6,0.0,0.7639,1.115,20.7031,21.5277,17.5231,5.6604,0.0,7.0447,11.1478,1.9534,57.079,0.7854,0.5381,0.5078,1.1815
qm8,gpt5,reg,GPT-5,clean,0.0354,0.6,0.0,0.8435,0.89,12.7517,11.9407,16.1646,7.8947,0.0,11.8209,10.3669,1.6758,53.11,0.7113,0.6742,0.7615,0.7889
qm8,gpt5,t1024,GPT-5,clean,0.0256,0.6036,0.0,0.7366,1.206,17.1821,16.9452,19.0446,6.0,0.0,7.4754,10.2438,1.9509,61.818,0.8194,0.5005,0.5857,0.9022
qm8,gpt55,reg,GPT-5.5,clean,0.0309,1.0,0.2,0.6492,1.023,11.1111,11.5202,17.5794,14.2857,3.125,8.8621,10.2045,1.7939,57.027,1.5404,0.9775,1.3999,0.6321
qm8,gpt55,t1024,GPT-5.5,clean,0.0162,1.6,0.6,1.5489,1.952,20.0,19.0698,24.3663,10.2564,3.8961,10.4216,11.0482,2.692,72.51,1.033,0.8197,0.9283,0.8208
qm8,grok43,reg,Grok 4.3,clean,0.0402,0.4,0.0,0.5578,0.828,11.194,11.6513,15.5278,6.6667,0.0,8.896,10.7449,1.6684,49.627,0.7171,0.4831,0.6205,0.7209
qm8,grok43,t1024,Grok 4.3,clean,0.7546,0.6,0.0,0.4381,0.042,15.8621,11.8975,10.111,13.0435,0.0,12.7222,9.8131,0.9922,4.233,1.3696,14.2857,1.3292,1.5688
qm8,grok45,reg,Grok 4.5,clean,0.0257,1.4,0.4,1.1402,1.268,10.9145,11.7918,18.7092,18.9189,6.8908,14.114,10.985,2.0552,61.697,1.2279,1.1041,1.7222,0.5834
qm8,grok45,t1024,Grok 4.5,clean,0.022,2.008,1.004,1.2209,1.491,12.5356,12.5229,20.3535,22.7273,11.6279,13.9065,11.151,2.2696,65.694,1.6447,1.3467,2.0381,0.6159
qm8,haiku45,reg,Claude Haiku 4.5,clean,0.0512,0.4,0.0,0.3178,0.585,8.8542,9.2503,14.233,11.7647,0.0,9.0089,9.5308,1.3565,43.125,1.2587,0.6838,1.2344,0.6221
qm8,haiku45,t1024,Claude Haiku 4.5,untestable,1.7344,0.2,0.0,0.2076,0.015,13.5417,16.3452,9.6515,7.6923,0.0,6.5573,8.3333,0.8043,1.865,0.9634,13.3333,0.9231,1.4031
qm8,kimik3,reg,Kimi K3,clean,0.0446,0.6,0.0,0.7742,0.703,10.9541,12.2665,14.8615,9.6774,0.0,11.1261,10.0457,1.4929,47.088,0.775,0.8535,0.9633,0.7371
qm8,kimik3,t1024,Kimi K3,clean,0.0203,1.4085,0.4024,0.9478,1.57,18.3432,15.806,21.2801,11.2903,3.5714,8.8228,10.9233,2.3245,67.542,1.4861,0.8971,1.0336,0.862
qm8,llama4mav,reg,Llama 4 Maverick,clean,0.0318,1.4,0.4,1.1326,1.048,13.2203,15.655,17.2767,17.9487,6.6667,12.2187,10.7421,1.8559,56.469,1.2361,1.3359,1.6709,0.7652
qm8,llama4mav,t1024,Llama 4 Maverick,partial,0.0338,1.4,0.6,0.7792,0.969,8.7542,9.8162,16.3267,26.9231,10.5218,13.4045,10.8864,1.7774,54.518,1.7967,1.4448,2.4731,0.5362
qm8,luna,reg,GPT-5.6 luna,clean,0.0362,1.0,0.2,0.6386,0.889,12.5786,11.9069,16.0041,12.5,3.2258,8.5082,10.6124,1.6984,52.343,1.5659,1.1249,1.1779,0.786
qm8,luna,t1024,GPT-5.6 luna,clean,0.0175,1.0,0.2,1.6061,1.79,18.883,19.8195,22.7358,7.0423,1.5625,10.7494,11.0774,2.5185,71.073,0.6226,0.5587,0.6357,0.8305
qm8,minimaxm3,reg,MiniMax M3,clean,0.046,0.8048,0.1962,0.5578,0.692,13.4454,11.9444,14.9672,12.5,2.3214,9.6688,10.0392,1.5026,46.054,1.4428,1.163,1.2451,0.8983
qm8,minimaxm3,t1024,MiniMax M3,clean,0.0257,0.6135,0.0,0.8387,1.24,15.8249,14.9675,18.7811,6.383,0.0,9.2366,10.6593,2.0019,61.94,0.7315,0.4948,0.5988,0.8426
qm8,mistrall,reg,Mistral Large 2512,untestable,0.091,0.0,0.0,0.1446,0.357,16.9811,15.9601,12.2377,0.0,0.0,8.8669,10.1536,1.2426,28.731,0.0,0.0,0.0,1.3876
qm8,mistrall,t1024,Mistral Large 2512,untestable,0.0932,0.2,0.0,0.1028,0.349,19.5652,16.9389,12.1774,11.1111,0.0,6.5456,10.2436,1.2474,27.978,1.9455,0.5731,1.0847,1.6067
qm8,opus5,reg,Claude Opus 5,clean,0.0202,2.0,0.8,1.3022,1.52,16.4456,16.6759,21.2143,16.129,7.3509,10.3972,10.5945,2.2476,67.629,1.5359,1.3158,1.5224,0.7752
qm8,opus5,t1024,Claude Opus 5,clean,0.0104,2.0,1.0,2.7439,3.026,28.9538,27.9835,31.6211,8.4034,4.0299,11.9673,11.876,3.7553,80.579,0.7289,0.6609,0.7076,0.9156
qm8,qwen3,reg,Qwen3-235B,untestable,0.0993,0.0,0.0,0.1275,0.298,10.0,9.9015,12.0538,0.0,0.0,10.951,9.1919,1.108,26.896,0.0,0.0,0.0,0.8296
qm8,qwen3,t1024,Qwen3-235B,untestable,0.0978,0.0,0.0,0.1383,0.305,12.069,10.0365,12.1659,0.0,0.0,11.3976,9.1537,1.1136,27.388,0.0,0.0,0.0,0.992
qm8,sol,reg,GPT-5.6 sol,clean,0.0257,1.6129,0.6048,0.9453,1.245,12.8686,12.7631,19.1148,16.6667,7.1429,9.7863,10.5214,2.0111,61.905,1.7062,1.2955,1.5841,0.6732
qm8,sol,t1024,GPT-5.6 sol,clean,0.0209,0.6,0.0,1.3506,1.516,17.4286,17.6712,20.9055,4.918,0.0,10.9768,10.8713,2.2727,66.705,0.4442,0.3958,0.4524,0.8337
qm8,sonnet5,reg,Claude Sonnet 5,clean,0.0293,1.0,0.2,0.7625,1.121,17.6692,15.3629,17.6033,10.6383,2.2222,9.3687,10.8772,1.9147,58.546,1.3115,0.8921,0.978,1.0037
qm8,sonnet5,t1024,Claude Sonnet 5,clean,0.0291,1.6,0.6,0.8515,1.077,14.4,13.6402,17.6266,22.2222,9.0909,12.4855,10.4462,1.8413,58.491,1.879,1.4856,2.1273,0.8169
qm8,terra,reg,GPT-5.6 terra,clean,0.0312,1.6,0.6,1.2716,1.027,12.6888,13.7119,17.5759,19.0476,7.3171,13.9953,10.3164,1.8132,56.64,1.2583,1.5579,1.8463,0.7219
qm8,terra,t1024,GPT-5.6 terra,clean,0.0161,1.2,0.4,1.7421,2.044,20.9068,20.1387,24.3441,7.2289,2.3516,10.9551,11.533,2.8076,72.802,0.6888,0.5871,0.6268,0.8588
qm9,gem25pro,t1024,Gemini 2.5 Pro,untestable,1665.8656,0.0,0.0,0.0,0.215,,0.0,11.4076,,,0.0,10.8861,1.2418,17.313,0.0,0.0,,
qm9,gem31flashlite,t1024,Gemini 3.1 Flash-Lite,untestable,1788.9698,0.0,0.0,0.0,0.179,0.0,0.0,11.0963,,,0.0,9.7975,1.0872,16.465,0.0,0.0,,0.0
qm9,gem31pro,t1024,Gemini 3.1 Pro,untestable,1812.2468,0.0,0.0,0.0,0.177,,0.0,11.0875,,,0.0,9.9831,1.1069,15.991,0.0,0.0,,
qm9,gem35flash,t1024,Gemini 3.5 Flash,untestable,1810.2538,0.0,0.0,0.0,0.167,,0.0,11.5838,,,0.0,9.0466,1.0479,15.936,0.0,0.0,,
