dataset,tag,hit3_lo,hit3_all_lo,R12_lo,R23_lo,m1_lo,m2_lo,m3_lo,n_usable_lo,regime_lo,verdict_lo,spearman_lo,medae_lo,think_lo,cost_lo,floor_R12_lo,floor_R23_lo,hit3_hi,hit3_all_hi,R12_hi,R23_hi,m1_hi,m2_hi,m3_hi,n_usable_hi,regime_hi,verdict_hi,spearman_hi,medae_hi,think_hi,cost_hi,floor_R12_hi,floor_R23_hi,model,d_hit3,d_R23,d_rho,d_medae,flag_lo,flag_hi,crossed
freesolv,gpt55,2.6042,2.0,23.8462,32.2581,130,31,10,384,partial,contaminated,0.9239,0.745,0.0,0.2459,10.660569,14.033597,7.0312,5.4,30.7692,39.7059,221,68,27,384,partial,contaminated,0.9652,0.305,516.0,6.1225,10.660569,14.033597,GPT-5.5,4.427,7.447800000000001,0.04129999999999989,-0.44,True,True,False
freesolv,grok43,4.4271,3.4,23.1405,60.7143,121,28,17,384,partial,contaminated,0.865,0.765,0.0,0.0889,10.660569,14.033597,8.5938,6.6,42.4837,50.7692,153,65,33,384,partial,contaminated,0.6647,0.61,1452.0,2.6768,10.660569,14.033597,Grok 4.3,4.1667,-9.945100000000004,-0.20030000000000003,-0.15500000000000003,True,True,False
freesolv,grok45,32.5521,25.0,61.5942,73.5294,276,170,125,384,heavy,contaminated,0.9651,0.07,216.0,1.0187,10.660569,14.033597,30.0261,23.0924,65.3137,64.9718,271,177,115,383,heavy,contaminated,0.9662,0.07,485.0,2.7288,10.660569,14.033597,Grok 4.5,-2.5260000000000034,-8.557599999999994,0.0010999999999999899,0.0,True,True,False
freesolv,haiku45,0.5208,0.4,14.7059,20.0,68,10,2,384,clean,clean,0.6423,1.66,0.0,0.1096,10.660569,14.033597,1.3477,1.0309,13.1148,62.5,61,8,5,371,clean,clean,0.5717,2.04,338.0,1.2489,10.660569,14.033597,Claude Haiku 4.5,0.8268999999999999,42.5,-0.0706,0.3800000000000001,False,False,False
freesolv,kimik3,1.5666,1.2024,19.2308,30.0,104,20,6,383,partial,contaminated,0.8287,1.04,0.0,0.3432,10.660569,14.033597,3.9164,3.006,26.1628,33.3333,172,45,15,383,partial,contaminated,0.8967,0.56,377.0,8.4865,10.660569,14.033597,Kimi K3,2.3498,3.3333000000000013,0.06800000000000006,-0.48,True,True,False
freesolv,llama4mav,0.5208,0.4,20.6522,10.5263,92,19,2,384,partial,contaminated,0.8051,1.18,0.0,0.0188,10.660569,14.033597,0.7812,0.6,15.4639,20.0,97,15,3,384,clean,clean,0.8079,1.18,0.0,0.0191,10.660569,14.033597,Llama 4 Maverick,0.26039999999999996,9.4737,0.0027999999999999137,0.0,True,False,False
freesolv,luna,0.7812,0.6,16.092,21.4286,87,14,3,384,clean,clean,0.8447,1.085,0.0,0.0049,10.660569,14.033597,2.0833,1.6,24.0506,21.0526,158,38,8,384,partial,contaminated,0.9334,0.67,1034.0,0.8786,10.660569,14.033597,GPT-5.6 luna,1.3020999999999998,-0.37599999999999767,0.0887,-0.4149999999999999,False,True,True
freesolv,minimaxm3,2.8721,2.2044,26.2712,35.4839,118,31,11,383,partial,contaminated,0.8534,0.87,0.0,0.8036,10.660569,14.033597,6.1662,4.7131,33.8462,52.2727,130,44,23,373,partial,contaminated,0.8705,0.67,1418.5,3.1213,10.660569,14.033597,MiniMax M3,3.2941,16.788800000000002,0.017100000000000004,-0.19999999999999996,True,True,False
freesolv,mistrall,1.8229,1.4,15.625,35.0,128,20,7,384,clean,clean,0.8721,0.83,0.0,0.0204,10.660569,14.033597,1.8229,1.4,16.0,35.0,125,20,7,384,clean,clean,0.8767,0.815,0.0,0.0201,10.660569,14.033597,Mistral Large 2512,0.0,0.0,0.0046000000000000485,-0.015000000000000013,False,False,False
freesolv,opus5,36.1979,27.8,69.1057,81.7647,246,170,139,384,heavy,contaminated,0.9535,0.085,0.0,0.628,10.660569,14.033597,40.3646,31.0,69.338,77.8894,287,199,155,384,heavy,contaminated,0.9717,0.02,52.5,3.4887,10.660569,14.033597,Claude Opus 5,4.166700000000006,-3.87530000000001,0.018199999999999994,-0.065,True,True,False
freesolv,qwen3,0.2604,0.2,12.5,25.0,32,4,1,384,clean,clean,0.2047,3.14,0.0,0.0123,10.660569,14.033597,0.2604,0.2,18.5185,20.0,27,5,1,384,clean,clean,0.1801,3.0215,0.0,0.0125,10.660569,14.033597,Qwen3-235B,0.0,-5.0,-0.024599999999999983,-0.11850000000000005,False,False,False
freesolv,sol,6.25,4.8,30.0813,64.8649,123,37,24,384,partial,contaminated,0.8991,0.8,0.0,0.2464,10.660569,14.033597,14.8438,11.4,38.5965,64.7727,228,88,57,384,heavy,contaminated,0.9712,0.28,1007.5,7.7574,10.660569,14.033597,GPT-5.6 sol,8.5938,-0.09220000000000539,0.07209999999999994,-0.52,True,True,False
freesolv,sonnet5,6.5104,5.0,28.4153,48.0769,183,52,25,384,partial,contaminated,0.9541,0.54,0.0,0.2511,10.660569,14.033597,6.5104,5.0,27.027,50.0,185,50,25,384,partial,contaminated,0.9478,0.53,0.0,0.2711,10.660569,14.033597,Claude Sonnet 5,0.0,1.923099999999998,-0.006299999999999972,-0.010000000000000009,True,True,False
freesolv,terra,1.3021,1.0,16.9492,25.0,118,20,5,384,clean,clean,0.8641,0.8495,0.0,0.0491,10.660569,14.033597,3.6458,2.8,20.3488,40.0,172,35,14,384,partial,contaminated,0.9384,0.555,1711.0,3.2312,10.660569,14.033597,GPT-5.6 terra,2.3437,15.0,0.07430000000000003,-0.2945,False,True,True
ld50,gem25pro,2.0121,2.0,21.7593,21.2766,216,47,10,497,partial,contaminated,0.3594,0.5105,835.5,2.1979,12.862777,10.421628,1.6129,1.6032,16.5094,22.8571,212,35,8,496,clean,clean,0.4308,0.526,725.0,1.8835,12.862777,10.421628,Gemini 2.5 Pro,-0.3992000000000002,1.5805000000000007,0.07140000000000002,0.01550000000000007,True,False,False
ld50,gem31flashlite,0.0,0.0,9.0476,0.0,210,19,0,497,clean,clean,0.0678,0.515,0.0,0.0128,12.862777,10.421628,7.8471,7.8,25.8303,55.7143,271,70,39,497,partial,contaminated,0.6235,0.352,989.0,0.394,12.862777,10.421628,Gemini 3.1 Flash-Lite,7.8471,55.7143,0.5557000000000001,-0.16300000000000003,False,True,True
ld50,gem31pro,9.4567,9.4,31.6456,47.0,316,100,47,497,partial,contaminated,0.7584,0.256,307.0,1.0905,12.862777,10.421628,11.4688,11.4,31.3099,58.1633,313,98,57,497,heavy,contaminated,0.7815,0.266,551.5,1.8891,12.862777,10.421628,Gemini 3.1 Pro,2.0121,11.1633,0.02310000000000001,0.010000000000000009,True,True,False
ld50,gem35flash,0.4024,0.4,10.6667,8.3333,225,24,2,497,clean,clean,0.5285,0.524,0.0,0.0765,12.862777,10.421628,14.6881,14.6,34.472,65.7658,322,111,73,497,heavy,contaminated,0.7944,0.277,684.5,1.7125,12.862777,10.421628,Gemini 3.5 Flash,14.2857,57.4325,0.2659,-0.247,False,True,True
ld50,gem36flash,1.006,1.0,11.7347,21.7391,196,23,5,497,clean,clean,0.5055,0.5975,0.0,0.0744,12.862777,10.421628,16.9456,16.8399,40.339,68.0672,295,119,81,478,heavy,contaminated,0.7603,0.285,541.0,1.2846,12.862777,10.421628,Gemini 3.6 Flash,15.939599999999999,46.3281,0.2548,-0.31250000000000006,False,True,True
ld50,gem3flash,0.4024,0.4,12.7119,6.6667,236,30,2,497,clean,clean,0.5359,0.4985,0.0,0.0255,12.862777,10.421628,14.4869,14.4,36.3924,62.6087,316,115,72,497,heavy,contaminated,0.7091,0.268,904.5,0.7189,12.862777,10.421628,Gemini 3 Flash,14.0845,55.942,0.1731999999999999,-0.23049999999999998,False,True,True
ld50,gpt41,0.8048,0.8,11.2821,18.1818,195,22,4,497,clean,clean,0.1463,0.559,0.0,0.1971,12.862777,10.421628,0.4024,0.4,9.5477,10.5263,199,19,2,497,clean,clean,0.1681,0.5465,0.0,0.1971,12.862777,10.421628,GPT-4.1,-0.4024,-7.655499999999998,0.021799999999999986,-0.012500000000000067,False,False,False
ld50,gpt5,0.8048,0.8,9.2683,21.0526,205,19,4,497,clean,clean,0.216,0.5725,0.0,0.2176,12.862777,10.421628,3.8229,3.8,19.9187,38.7755,246,49,19,497,partial,contaminated,0.5482,0.441,1088.0,6.0676,12.862777,10.421628,GPT-5,3.0181000000000004,17.7229,0.33220000000000005,-0.1315,False,True,True
ld50,gpt55,0.6036,0.6,12.8205,10.0,234,30,3,497,clean,clean,0.4999,0.4875,0.0,0.2776,12.862777,10.421628,9.8592,9.8,32.2259,50.5155,301,97,49,497,partial,contaminated,0.7475,0.3005,516.0,5.5949,12.862777,10.421628,GPT-5.5,9.2556,40.5155,0.24760000000000004,-0.187,False,True,True
ld50,grok43,1.2072,1.2,9.6591,35.2941,176,17,6,497,trace,contaminated,0.0287,0.756,0.0,0.1077,12.862777,10.421628,6.25,6.2124,36.9427,53.4483,157,58,31,496,partial,contaminated,0.2277,1.085,2060.0,3.0124,12.862777,10.421628,Grok 4.3,5.0428,18.154200000000003,0.199,0.32899999999999996,True,True,False
ld50,grok45,7.0565,7.014,25.0,53.0303,264,66,35,496,partial,contaminated,0.629,0.376,385.0,1.5003,12.862777,10.421628,14.8374,14.7475,33.7662,70.1923,308,104,73,492,heavy,contaminated,0.7147,0.282,1246.5,4.747,12.862777,10.421628,Grok 4.5,7.780900000000001,17.162000000000006,0.0857,-0.09400000000000003,True,True,False
ld50,haiku45,0.2012,0.2,9.396,7.1429,149,14,1,497,clean,clean,0.2685,0.84,0.0,0.2087,12.862777,10.421628,0.4024,0.4,10.9091,16.6667,110,12,2,497,clean,clean,0.1098,1.1155,430.5,1.7924,12.862777,10.421628,Claude Haiku 4.5,0.2012,9.523799999999998,-0.1587,0.27549999999999997,False,False,False
ld50,kimik3,0.4024,0.4,9.7561,12.5,164,16,2,497,clean,clean,-0.0069,0.6855,0.0,0.3991,12.862777,10.421628,10.0604,10.0,28.5714,64.1026,273,78,50,497,heavy,contaminated,0.6998,0.3675,437.5,9.5747,12.862777,10.421628,Kimi K3,9.658,51.602599999999995,0.7067,-0.318,False,True,True
ld50,llama4mav,0.4024,0.4,7.2034,11.7647,236,17,2,497,clean,clean,0.1325,0.5115,0.0,0.0296,12.862777,10.421628,1.2072,1.2,11.4407,22.2222,236,27,6,497,clean,clean,0.1742,0.5255,0.0,0.0341,12.862777,10.421628,Llama 4 Maverick,0.8048000000000001,10.457500000000001,0.04169999999999999,0.014000000000000012,False,False,False
ld50,luna,0.0,0.0,10.7914,0.0,139,15,0,497,clean,clean,0.2223,0.8795,0.0,0.0056,12.862777,10.421628,5.2419,5.2104,21.3992,50.0,243,52,26,496,partial,contaminated,0.6265,0.451,516.0,0.5766,12.862777,10.421628,GPT-5.6 luna,5.2419,50.0,0.40419999999999995,-0.42849999999999994,False,True,True
ld50,minimaxm3,1.006,1.0,12.0419,21.7391,191,23,5,497,clean,clean,0.2273,0.679,0.0,0.9671,12.862777,10.421628,9.2025,9.1463,28.5714,56.25,280,80,45,489,partial,contaminated,0.6603,0.3625,4809.0,5.3109,12.862777,10.421628,MiniMax M3,8.1965,34.5109,0.433,-0.31650000000000006,False,True,True
ld50,mistrall,0.4024,0.4,10.5882,22.2222,85,9,2,497,clean,clean,0.3314,1.1565,0.0,0.0241,12.862777,10.421628,0.2012,0.2,8.1081,16.6667,74,6,1,497,clean,clean,0.3752,1.1875,0.0,0.0238,12.862777,10.421628,Mistral Large 2512,-0.2012,-5.555500000000002,0.043800000000000006,0.030999999999999917,False,False,False
ld50,opus5,0.8065,0.8016,11.6279,13.3333,258,30,4,496,clean,clean,0.6792,0.388,0.0,0.7332,12.862777,10.421628,9.2929,9.2369,26.875,53.4884,320,86,46,495,partial,contaminated,0.7704,0.2755,64.5,2.8676,12.862777,10.421628,Claude Opus 5,8.4864,40.1551,0.09119999999999995,-0.11249999999999999,False,True,True
ld50,qwen3,0.0,0.0,7.5758,0.0,198,15,0,497,clean,clean,0.1719,0.6115,0.0,0.0148,12.862777,10.421628,0.4024,0.4,8.6957,11.1111,207,18,2,497,clean,clean,0.1093,0.614,0.0,0.0146,12.862777,10.421628,Qwen3-235B,0.4024,11.1111,-0.0626,0.0024999999999999467,False,False,False
ld50,sol,0.4024,0.4,9.2105,9.5238,228,21,2,497,clean,clean,0.5291,0.52,0.0,0.2776,12.862777,10.421628,12.8773,12.8,34.7541,60.3774,305,106,64,497,heavy,contaminated,0.7045,0.3015,482.0,4.6793,12.862777,10.421628,GPT-5.6 sol,12.4749,50.8536,0.1754,-0.21850000000000003,False,True,True
ld50,sonnet5,0.2016,0.2004,7.6628,5.0,261,20,1,496,clean,clean,0.5079,0.429,0.0,0.2933,12.862777,10.421628,2.6263,2.6104,14.2361,31.7073,288,41,13,495,trace,contaminated,0.6014,0.355,0.0,0.9734,12.862777,10.421628,Claude Sonnet 5,2.4247,26.7073,0.09350000000000003,-0.07400000000000001,False,True,True
ld50,terra,0.6036,0.6,7.6923,20.0,195,15,3,497,clean,clean,0.3944,0.6195,0.0,0.0557,12.862777,10.421628,6.841,6.8,23.5294,53.125,272,64,34,497,partial,contaminated,0.6781,0.4095,734.5,1.6935,12.862777,10.421628,GPT-5.6 terra,6.2374,33.125,0.28370000000000006,-0.21000000000000008,False,True,True
lipophilicity,gem25pro,0.365,0.2,11.9048,10.0,84,10,1,274,clean,clean,0.4406,0.84,706.0,1.8478,12.564599,11.078632,0.7299,0.4,15.4762,15.3846,84,13,2,274,clean,clean,0.425,0.875,633.5,1.6849,12.564599,11.078632,Gemini 2.5 Pro,0.3649,5.384600000000001,-0.015600000000000003,0.03500000000000003,False,False,False
lipophilicity,gem31flashlite,1.1628,0.641,11.4286,37.5,70,8,3,258,clean,clean,0.4565,0.965,0.0,0.0125,12.564599,11.078632,0.365,0.2,13.3333,8.3333,90,12,1,274,clean,clean,0.528,0.755,916.0,0.3637,12.564599,11.078632,Gemini 3.1 Flash-Lite,-0.7978000000000001,-29.1667,0.07150000000000001,-0.20999999999999996,False,False,False
lipophilicity,gem31pro,0.0,0.0,11.8519,0.0,135,16,0,274,clean,clean,0.721,0.49,286.5,1.0141,12.564599,11.078632,0.0,0.0,13.4328,0.0,134,18,0,274,clean,clean,0.7422,0.48,537.0,1.7907,12.564599,11.078632,Gemini 3.1 Pro,0.0,0.0,0.021199999999999997,-0.010000000000000009,False,False,False
lipophilicity,gem35flash,0.7299,0.4,12.2642,15.3846,106,13,2,274,clean,clean,0.518,0.715,0.0,0.0799,12.564599,11.078632,0.365,0.2,13.2867,5.2632,143,19,1,274,clean,clean,0.7401,0.515,760.5,1.8566,12.564599,11.078632,Gemini 3.5 Flash,-0.3649,-10.121400000000001,0.22209999999999996,-0.19999999999999996,False,False,False
lipophilicity,gem36flash,1.0949,0.6,10.6195,25.0,113,12,3,274,clean,clean,0.4983,0.67,0.0,0.0777,12.564599,11.078632,0.0,0.0,9.0909,0.0,143,13,0,273,clean,clean,0.6839,0.5,504.5,1.2179,12.564599,11.078632,Gemini 3.6 Flash,-1.0949,-25.0,0.18559999999999993,-0.17000000000000004,False,False,False
lipophilicity,gem3flash,0.0,0.0,17.0,0.0,100,17,0,274,clean,clean,0.5024,0.73,0.0,0.0267,12.564599,11.078632,0.7299,0.4,13.5135,13.3333,111,15,2,274,clean,clean,0.5998,0.595,795.5,0.6281,12.564599,11.078632,Gemini 3 Flash,0.7299,13.3333,0.09740000000000004,-0.135,False,False,False
lipophilicity,gpt41,0.365,0.2,9.4737,11.1111,95,9,1,274,clean,clean,0.3508,0.87,0.0,0.218,12.564599,11.078632,0.0,0.0,9.8765,0.0,81,8,0,274,clean,clean,0.3577,0.885,0.0,0.218,12.564599,11.078632,GPT-4.1,-0.365,-11.1111,0.006900000000000017,0.015000000000000013,False,False,False
lipophilicity,gpt5,0.365,0.2,11.3821,7.1429,123,14,1,274,clean,clean,0.2745,0.775,0.0,0.2307,12.564599,11.078632,0.0,0.0,8.3333,0.0,120,10,0,274,clean,clean,0.5128,0.735,768.0,4.2532,12.564599,11.078632,GPT-5,-0.365,-7.1429,0.2383,-0.040000000000000036,False,False,False
lipophilicity,gpt55,0.365,0.2,11.7647,10.0,85,10,1,274,clean,clean,0.4979,0.8,0.0,0.3039,12.564599,11.078632,0.7299,0.4,23.0769,8.3333,104,24,2,274,partial,contaminated,0.6687,0.57,516.0,5.41,12.564599,11.078632,GPT-5.5,0.3649,-1.6667000000000005,0.17079999999999995,-0.2300000000000001,False,True,True
lipophilicity,grok43,0.365,0.2,12.766,8.3333,94,12,1,274,clean,clean,0.358,0.785,0.0,0.1171,12.564599,11.078632,0.3676,0.2016,14.7368,7.1429,95,14,1,272,clean,clean,0.3843,0.895,2230.5,3.1226,12.564599,11.078632,Grok 4.3,0.002599999999999991,-1.1903999999999995,0.02629999999999999,0.10999999999999999,False,False,False
lipophilicity,grok45,0.7299,0.4,11.5044,15.3846,113,13,2,274,clean,clean,0.5962,0.64,336.0,1.2909,12.564599,11.078632,0.0,0.0,15.0442,0.0,113,17,0,274,clean,clean,0.6119,0.58,944.5,3.6089,12.564599,11.078632,Grok 4.5,-0.7299,-15.3846,0.015700000000000047,-0.06000000000000005,False,False,False
lipophilicity,haiku45,0.365,0.2,10.2273,11.1111,88,9,1,274,clean,clean,0.4029,0.86,0.0,0.1595,12.564599,11.078632,0.0,0.0,9.1954,0.0,87,8,0,269,clean,clean,0.3207,0.88,475.5,1.7644,12.564599,11.078632,Claude Haiku 4.5,-0.365,-11.1111,-0.0822,0.020000000000000018,False,False,False
lipophilicity,kimik3,0.0,0.0,10.9091,0.0,110,12,0,274,clean,clean,0.5295,0.68,0.0,0.6271,12.564599,11.078632,0.0,0.0,10.4839,0.0,124,13,0,272,clean,clean,0.6444,0.58,474.5,9.8968,12.564599,11.078632,Kimi K3,0.0,0.0,0.1149,-0.10000000000000009,False,False,False
lipophilicity,llama4mav,0.365,0.2,7.6923,20.0,65,5,1,274,clean,clean,0.3646,1.05,0.0,0.0239,12.564599,11.078632,0.365,0.2,13.1148,12.5,61,8,1,274,clean,clean,0.3726,1.07,0.0,0.024,12.564599,11.078632,Llama 4 Maverick,0.0,-7.5,0.008000000000000007,0.020000000000000018,False,False,False
lipophilicity,luna,0.0,0.0,12.2222,0.0,90,11,0,274,clean,clean,0.4791,0.845,0.0,0.0061,12.564599,11.078632,0.0,0.0,13.0435,0.0,92,12,0,274,clean,clean,0.6576,0.76,1034.0,0.8262,12.564599,11.078632,GPT-5.6 luna,0.0,0.0,0.17849999999999994,-0.08499999999999996,False,False,False
lipophilicity,minimaxm3,0.0,0.0,6.25,0.0,80,5,0,272,clean,clean,0.4008,0.88,0.0,1.455,12.564599,11.078632,0.3745,0.2049,16.3793,5.2632,116,19,1,267,clean,clean,0.5706,0.67,4691.5,6.3469,12.564599,11.078632,MiniMax M3,0.3745,5.2632,0.1698,-0.20999999999999996,False,False,False
lipophilicity,mistrall,0.0,0.0,9.5652,0.0,115,11,0,274,clean,clean,0.4508,0.705,0.0,0.0271,12.564599,11.078632,0.7299,0.4,10.8108,16.6667,111,12,2,274,clean,clean,0.4431,0.71,0.0,0.0272,12.564599,11.078632,Mistral Large 2512,0.7299,16.6667,-0.007699999999999985,0.0050000000000000044,False,False,False
lipophilicity,opus5,0.0,0.0,12.5,0.0,144,18,0,274,clean,clean,0.7726,0.485,0.0,0.7792,12.564599,11.078632,0.0,0.0,17.4825,0.0,143,25,0,274,clean,clean,0.8037,0.41,51.0,1.7752,12.564599,11.078632,Claude Opus 5,0.0,0.0,0.031100000000000017,-0.07500000000000001,False,False,False
lipophilicity,qwen3,0.365,0.2,5.5556,25.0,72,4,1,274,clean,clean,0.3482,1.125,0.0,0.0156,12.564599,11.078632,0.365,0.2,4.7619,25.0,84,4,1,274,clean,clean,0.3485,1.04,0.0,0.0155,12.564599,11.078632,Qwen3-235B,0.0,0.0,0.00029999999999996696,-0.08499999999999996,False,False,False
lipophilicity,sol,0.365,0.2,9.2784,11.1111,97,9,1,274,clean,clean,0.5261,0.805,0.0,0.3044,12.564599,11.078632,0.365,0.2,13.8298,7.6923,94,13,1,274,clean,clean,0.6803,0.74,791.0,5.97,12.564599,11.078632,GPT-5.6 sol,0.0,-3.4188,0.1542,-0.06500000000000006,False,False,False
lipophilicity,sonnet5,0.365,0.2,16.8067,5.0,119,20,1,274,clean,clean,0.5078,0.64,0.0,0.3116,12.564599,11.078632,0.0,0.0,11.3821,0.0,123,14,0,274,clean,clean,0.5178,0.635,0.0,0.443,12.564599,11.078632,Claude Sonnet 5,-0.365,-5.0,0.010000000000000009,-0.0050000000000000044,False,False,False
lipophilicity,terra,0.365,0.2,12.0482,10.0,83,10,1,274,clean,clean,0.4674,0.85,0.0,0.0608,12.564599,11.078632,0.0,0.0,8.3333,0.0,108,9,0,274,clean,clean,0.6758,0.695,1034.0,2.1341,12.564599,11.078632,GPT-5.6 terra,-0.365,-10.0,0.20839999999999997,-0.15500000000000003,False,False,False
ppbr,gem25pro,2.0492,2.0,25.8475,16.3934,236,61,10,488,clean,clean,0.3896,4.075,836.5,2.173,20.231692,25.38015,2.8689,2.8,24.3902,23.3333,246,60,14,488,clean,clean,0.354,3.96,739.0,1.9024,20.231692,25.38015,Gemini 2.5 Pro,0.8197000000000001,6.9399000000000015,-0.03560000000000002,-0.11500000000000021,False,False,False
ppbr,gem31flashlite,1.2422,1.2121,21.6814,12.2449,226,49,6,483,clean,clean,0.3564,3.8,0.0,0.0122,20.231692,25.38015,1.8443,1.8,22.7642,16.0714,246,56,9,488,clean,clean,0.4397,3.8,694.0,0.2764,20.231692,25.38015,Gemini 3.1 Flash-Lite,0.6021000000000001,3.826500000000001,0.08329999999999999,0.0,False,False,False
ppbr,gem31pro,0.4098,0.4,19.3277,4.3478,238,46,2,488,clean,clean,0.5714,4.6,164.0,0.6675,20.231692,25.38015,1.2295,1.2,16.9082,17.1429,207,35,6,488,clean,clean,0.5911,5.77,318.5,1.1106,20.231692,25.38015,Gemini 3.1 Pro,0.8197000000000001,12.795100000000001,0.01969999999999994,1.17,False,False,False
ppbr,gem35flash,0.4098,0.4,12.9944,8.6957,177,23,2,488,clean,clean,0.3538,5.445,0.0,0.0737,20.231692,25.38015,1.2295,1.2,17.5,14.2857,240,42,6,488,clean,clean,0.6035,4.09,505.0,1.2558,20.231692,25.38015,Gemini 3.5 Flash,0.8197000000000001,5.59,0.24970000000000003,-1.3550000000000004,False,False,False
ppbr,gem36flash,0.8197,0.8,21.875,8.1633,224,49,4,488,clean,clean,0.4589,4.18,0.0,0.0358,20.231692,25.38015,0.8197,0.8,19.0871,8.6957,241,46,4,488,clean,clean,0.604,3.685,531.5,1.6662,20.231692,25.38015,Gemini 3.6 Flash,0.0,0.5324000000000009,0.1451,-0.49499999999999966,False,False,False
ppbr,gem3flash,1.0246,1.0,14.6341,16.6667,205,30,5,488,clean,clean,0.3977,5.015,0.0,0.0246,20.231692,25.38015,0.8197,0.8,20.6731,9.3023,208,43,4,488,clean,clean,0.4821,5.025,846.5,0.6662,20.231692,25.38015,Gemini 3 Flash,-0.20489999999999997,-7.364399999999998,0.08439999999999998,0.010000000000000675,False,False,False
ppbr,gpt41,0.6148,0.6,20.0957,7.1429,209,42,3,488,clean,clean,0.3017,4.925,0.0,0.1986,20.231692,25.38015,1.0246,1.0,20.354,10.8696,226,46,5,488,clean,clean,0.2938,4.345,0.0,0.1986,20.231692,25.38015,GPT-4.1,0.40979999999999994,3.7267,-0.007900000000000018,-0.5800000000000001,False,False,False
ppbr,gpt5,0.616,0.6012,19.6507,6.6667,229,45,3,487,clean,clean,0.146,4.21,0.0,0.2185,20.231692,25.38015,0.8197,0.8,25.4167,6.5574,240,61,4,488,clean,clean,0.3939,3.955,1088.0,6.1879,20.231692,25.38015,GPT-5,0.2037,-0.10929999999999929,0.24789999999999998,-0.2549999999999999,False,False,False
ppbr,gpt55,1.2295,1.2,22.0183,12.5,218,48,6,488,clean,clean,0.4351,4.73,0.0,0.2794,20.231692,25.38015,2.0492,2.0,21.7742,18.5185,248,54,10,488,clean,clean,0.5107,3.735,516.0,4.6305,20.231692,25.38015,GPT-5.5,0.8196999999999999,6.0184999999999995,0.07560000000000006,-0.9950000000000006,False,False,False
ppbr,grok43,0.4098,0.4,19.0751,6.0606,173,33,2,488,clean,clean,0.1811,5.995,0.0,0.1095,20.231692,25.38015,1.6461,1.6064,21.1864,16.0,236,50,8,486,clean,clean,0.3852,3.79,1394.5,2.0904,20.231692,25.38015,Grok 4.3,1.2363,9.9394,0.20409999999999998,-2.205,False,False,False
ppbr,grok45,1.2295,1.2,20.6897,12.5,232,48,6,488,clean,clean,0.445,3.81,334.0,1.2381,20.231692,25.38015,1.4344,1.4028,22.4066,12.963,241,54,7,488,clean,clean,0.4419,3.68,815.0,2.8989,20.231692,25.38015,Grok 4.5,0.20489999999999986,0.4629999999999992,-0.0030999999999999917,-0.1299999999999999,False,False,False
ppbr,haiku45,0.8197,0.8,18.8889,11.7647,180,34,4,488,clean,clean,0.2754,7.53,0.0,0.2326,20.231692,25.38015,0.0,0.0,13.0435,0.0,23,3,0,441,clean,clean,0.0063,90.24,441.5,1.5936,20.231692,25.38015,Claude Haiku 4.5,-0.8197,-11.7647,-0.2691,82.71,False,False,False
ppbr,kimik3,0.823,0.8032,21.6216,10.0,185,40,4,486,clean,clean,0.2681,7.57,0.0,0.3699,20.231692,25.38015,0.8316,0.8114,19.5238,9.7561,210,41,4,481,clean,clean,0.5148,4.35,365.5,7.7073,20.231692,25.38015,Kimi K3,0.008600000000000052,-0.2439,0.24670000000000003,-3.2200000000000006,False,False,False
ppbr,llama4mav,0.2049,0.2,24.4898,1.6667,245,60,1,488,clean,clean,0.3757,3.295,0.0,0.02,20.231692,25.38015,1.0246,1.0,28.3333,7.3529,240,68,5,488,partial,contaminated,0.4072,3.405,0.0,0.0229,20.231692,25.38015,Llama 4 Maverick,0.8197,5.6861999999999995,0.03150000000000003,0.10999999999999988,False,True,True
ppbr,luna,0.6148,0.6,14.7619,9.6774,210,31,3,488,clean,clean,0.1705,4.915,0.0,0.0112,20.231692,25.38015,1.4344,1.4,23.9316,12.5,234,56,7,488,clean,clean,0.4376,3.69,516.0,0.1074,20.231692,25.38015,GPT-5.6 luna,0.8195999999999999,2.8225999999999996,0.2671,-1.225,False,False,False
ppbr,minimaxm3,1.0309,1.0081,17.8571,12.5,224,40,5,485,clean,clean,0.3947,5.07,0.0,1.2428,20.231692,25.38015,0.8386,0.818,14.6667,12.1212,225,33,4,477,clean,clean,0.4794,4.42,4867.5,4.4191,20.231692,25.38015,MiniMax M3,-0.19229999999999992,-0.3788,0.0847,-0.6500000000000004,False,False,False
ppbr,mistrall,1.2295,1.2,21.9008,11.3208,242,53,6,488,clean,clean,0.1606,3.94,0.0,0.0282,20.231692,25.38015,1.2295,1.2,24.7934,10.0,242,60,6,488,clean,clean,0.1678,3.97,0.0,0.0275,20.231692,25.38015,Mistral Large 2512,0.0,-1.3208000000000002,0.007200000000000012,0.03000000000000025,False,False,False
ppbr,opus5,1.2295,1.2,24.1667,10.3448,240,58,6,488,clean,clean,0.6732,3.915,0.0,0.744,20.231692,25.38015,1.0246,1.0,24.1228,9.0909,228,55,5,488,clean,clean,0.707,4.545,0.0,1.5221,20.231692,25.38015,Claude Opus 5,-0.20490000000000008,-1.2538999999999998,0.03379999999999994,0.6299999999999999,False,False,False
ppbr,qwen3,0.4098,0.4,17.3077,5.5556,208,36,2,488,clean,clean,0.12,4.015,0.0,0.012,20.231692,25.38015,0.8197,0.8,18.0488,10.8108,205,37,4,488,clean,clean,0.0332,4.045,0.0,0.0142,20.231692,25.38015,Qwen3-235B,0.4099,5.2552,-0.08679999999999999,0.03000000000000025,False,False,False
