dataset,dataset_name,ds_class,model,tag,vendor,arm,blocks,n_call,n_queried,trunc,reasoning,cost,think,n_pred,n_usable,n_mol,level,n_bins,mp_chance_hit,mp_p_hit,mp_chance_deep,mp_p_deep,rs_chance_hit,rs_p_hit,rs_chance_deep,rs_p_deep,rs_chance_hit3,rs_p_hit3,rs_chance_R23,rs_p_R23,pearson,spearman,rmse,medae,m1,m2,m3,h1,h2,h3,hit,hit_stat,deep,deep_stat,hit3,hit3_all,R12,R23,chance_hit,p_hit,chance_deep,p_deep,mb_chance_hit,mb_p_hit,mb_chance_deep,mb_p_deep,hit_lo,hit_hi,deep_lo,deep_hi,chance_hit3,p_hit3,chance_R12,p_R12,chance_R23,p_R23,mb_chance_hit3,mb_p_hit3,mb_chance_R12,mb_p_R12,mb_chance_R23,mb_p_R23,q_hit_joint,q_deep_joint,decided_at,q_hit_used,q_deep_used,regime,excess
freesolv,FreeSolv / SAMPL,measured,Claude Haiku 4.5,haiku45,Anthropic,reg,1,500,500,0.0,none,0.1096,0.0,500,384,384,3,20,0.2174,0.1954,10.945,0.2299,0.6562,0.7251,18.0577,0.4173,0.6562,0.7251,18.0577,0.4173,0.5659,0.6423,3.4262,1.66,68,10,2,68,12,2,0.5208,hit3,20.0,R23,0.5208,0.4,14.7059,20.0,0.1245,0.078,13.3719,0.3343,0.2055,0.1799,10.6649,0.2259,0.0,1.3021,0.0,50.0,0.1245,0.078,9.6308,0.1464,13.3719,0.3343,0.2055,0.1799,11.0262,0.1559,10.6649,0.2259,0.5075,0.5871,2,,,clean,1.3337233135622426
freesolv,FreeSolv / SAMPL,measured,Claude Haiku 4.5,haiku45,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,1.2489,338.0,485,371,371,3,20,0.1575,0.0005,9.4229,0.0015,1.4044,0.5947,44.9808,0.1319,1.4044,0.5947,44.9808,0.1319,0.1518,0.5717,21.9073,2.04,61,8,5,61,8,5,1.3477,hit3,62.5,R23,1.3477,1.0309,13.1148,62.5,0.0802,0.0005,9.6484,0.023,0.0818,0.0005,4.9779,0.001,0.2695,2.6954,22.1111,100.0,0.0802,0.0005,8.9413,0.2114,9.6484,0.023,0.0818,0.0005,10.0505,0.1999,4.9779,0.001,0.0018,0.0035,2,,,clean,1.304890303964977
freesolv,FreeSolv / SAMPL,measured,Kimi K3,kimik3,Moonshot,reg,1,500,500,0.0,none,0.3432,0.0,499,383,383,3,20,0.8031,0.076,20.2844,0.1664,1.8448,0.7041,25.7623,0.3038,1.8448,0.7041,25.7623,0.3038,0.5957,0.8287,4.9051,1.04,104,20,6,104,23,6,1.5666,hit3,30.0,R23,1.5666,1.2024,19.2308,30.0,0.1274,0.0005,14.9082,0.2179,0.7762,0.069,19.9596,0.1724,0.5222,3.1332,11.7484,52.3872,0.1274,0.0005,10.1268,0.059,14.9082,0.2179,0.7762,0.069,15.2073,0.1169,19.9596,0.1724,0.2793,0.4958,3,0.1620747663551402,0.3402869109947644,clean,2.0182942540582323
freesolv,FreeSolv / SAMPL,measured,Kimi K3,kimik3,Moonshot,t1024,2,500,500,0.0,max_tokens:1024,8.4865,377.0,499,383,383,3,20,1.0426,0.0005,16.7573,0.0275,4.3475,0.7011,32.9541,0.4853,4.3475,0.7011,32.9541,0.4853,0.8615,0.8967,2.2828,0.56,172,45,15,172,48,15,3.9164,hit3,33.3333,R23,3.9164,3.006,26.1628,33.3333,0.1328,0.0005,14.3958,0.2174,0.8978,0.0005,15.2597,0.0165,2.0888,6.0052,19.9902,48.2833,0.1328,0.0005,10.343,0.0035,14.3958,0.2174,0.8978,0.0005,14.5217,0.0005,15.2597,0.0165,0.0018,0.0478,3,0.0015907172995780591,0.0429,heavy,4.362218756961461
freesolv,FreeSolv / SAMPL,measured,Kimi K3,kimik3,Moonshot,t1024r,1,500,500,0.0,max_tokens:1024,7.5954,437.5,500,384,384,3,20,0.8233,0.0005,14.6635,0.004,3.4725,0.5737,31.008,0.1649,3.4725,0.5737,31.008,0.1649,0.8893,0.8994,1.9,0.56,161,34,13,161,38,13,3.3854,hit3,38.2353,R23,3.3854,2.6,21.118,38.2353,0.1033,0.0005,10.875,0.0875,0.6909,0.0005,12.8206,0.002,1.8229,5.2148,22.5806,54.8387,0.1033,0.0005,9.7225,0.0205,10.875,0.0875,0.6909,0.0005,13.2456,0.001,12.8206,0.002,0.0005,0.002,3,0.0015907172995780591,0.005890625,heavy,4.899985526125344
freesolv,FreeSolv / SAMPL,measured,Llama 4 Maverick,llama4mav,Meta,reg,1,500,500,0.0,none,0.0188,0.0,500,384,384,3,20,0.2573,0.2664,7.6969,0.3103,0.4875,0.5697,9.4753,0.4103,0.4875,0.5697,9.4753,0.4103,0.5576,0.8051,3.9609,1.18,92,19,2,92,19,2,0.5208,hit3,10.5263,R23,0.5208,0.4,20.6522,10.5263,0.1005,0.0535,10.6608,0.3278,0.2427,0.2309,7.5872,0.2854,0.0,1.3021,0.0,30.0,0.1005,0.0535,10.4836,0.0355,10.6608,0.3278,0.2427,0.2309,14.4159,0.04,7.5872,0.2854,0.5932,0.6857,3,0.42566894865525673,0.5001591647331787,clean,1.999872
freesolv,FreeSolv / SAMPL,measured,Llama 4 Maverick,llama4mav,Meta,t1024,2,500,500,0.0,max_tokens:1024,0.0191,0.0,500,384,384,3,20,0.3208,0.1194,9.3738,0.1159,0.7142,0.5217,13.9852,0.2379,0.7142,0.5217,13.9852,0.2379,0.5709,0.8079,3.913,1.18,97,15,3,97,16,3,0.7812,hit3,20.0,R23,0.7812,0.6,15.4639,20.0,0.1034,0.0045,11.3005,0.2884,0.3172,0.1154,9.2709,0.1169,0.0,1.8229,0.0,42.8571,0.1034,0.0045,9.9326,0.1374,11.3005,0.2884,0.3172,0.1154,13.2005,0.2419,9.2709,0.1169,0.279,0.2814,3,0.24719204545454546,0.24828901408450704,clean,2.462799495586381
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 luna,luna,OpenAI,reg,1,500,500,0.0,none,0.0049,0.0,500,384,384,3,20,0.3333,0.1304,13.9034,0.2409,0.9091,0.6902,22.2555,0.5207,0.9091,0.6902,22.2555,0.5207,0.678,0.8447,3.6956,1.085,87,14,3,87,15,3,0.7812,hit3,21.4286,R23,0.7812,0.6,16.092,21.4286,0.0974,0.0065,9.564,0.1939,0.3025,0.1074,12.8021,0.2209,0.0,1.8229,0.0,44.4444,0.0974,0.0065,9.5333,0.089,9.564,0.1939,0.3025,0.1074,10.1431,0.027,12.8021,0.2209,0.3864,0.5849,2,,,clean,1.5864972247143376
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 luna,luna,OpenAI,t1024,2,500,500,0.0,low,0.8786,1034.0,500,384,384,3,20,0.9059,0.022,15.8351,0.2539,2.4467,0.7131,24.2844,0.6652,2.4467,0.7131,24.2844,0.6652,0.9231,0.9334,1.6134,0.67,158,38,8,158,40,9,2.0833,hit3,21.0526,R23,2.0833,1.6,24.0506,21.0526,0.1173,0.0005,12.3452,0.2624,0.8583,0.0125,15.5341,0.2244,0.7812,3.9062,8.3333,36.1111,0.1173,0.0005,9.7742,0.006,12.3452,0.2624,0.8583,0.0125,13.1836,0.001,15.5341,0.2244,0.037,0.4819,3,0.03342198581560284,0.41674285714285714,partial,2.427239892811371
freesolv,FreeSolv / SAMPL,measured,MiniMax M3,minimaxm3,MiniMax,reg,1,500,500,0.2,none,0.8036,0.0,499,383,383,3,20,0.8205,0.0005,16.6249,0.0245,3.1465,0.6672,36.6866,0.5587,3.1465,0.6672,36.6866,0.5587,0.772,0.8534,2.5947,0.87,118,31,11,118,31,11,2.8721,hit3,35.4839,R23,2.8721,2.2044,26.2712,35.4839,0.1108,0.0005,11.0972,0.081,0.706,0.0005,14.7859,0.0145,1.3055,4.6997,19.2308,54.1667,0.1108,0.0005,10.5486,0.0035,11.0972,0.081,0.706,0.0005,15.0904,0.0005,14.7859,0.0145,0.0037,0.0768,3,0.0015907172995780591,0.03822727272727273,heavy,4.068130311614731
freesolv,FreeSolv / SAMPL,measured,MiniMax M3,minimaxm3,MiniMax,t1024,2,500,500,1.4,max_tokens:1024,3.1213,1418.5,488,373,373,3,20,0.97,0.0005,17.6891,0.0005,6.3377,0.5752,44.0736,0.1134,6.3377,0.5752,44.0736,0.1134,0.8132,0.8705,2.4489,0.67,130,44,23,130,46,23,6.1662,hit3,52.2727,R23,6.1662,4.7131,33.8462,52.2727,0.1366,0.0005,13.5777,0.037,0.6646,0.0005,13.0303,0.0005,4.0147,8.5791,36.5854,68.1818,0.1366,0.0005,10.6609,0.0005,13.5777,0.037,0.6646,0.0005,14.9735,0.0005,13.0303,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,9.278061992175745
freesolv,FreeSolv / SAMPL,measured,Mistral Large 2512,mistrall,Mistral,reg,1,500,500,0.0,minimal,0.0204,0.0,500,384,384,3,20,0.5939,0.0035,15.4413,0.023,2.0523,0.6717,27.7802,0.1969,2.0523,0.6717,27.7802,0.1969,0.5203,0.8721,5.0004,0.83,128,20,7,128,22,7,1.8229,hit3,35.0,R23,1.8229,1.4,15.625,35.0,0.1441,0.0005,14.4496,0.1279,0.5232,0.0035,14.075,0.0205,0.7812,3.125,14.2857,57.1617,0.1441,0.0005,10.4658,0.1524,14.4496,0.1279,0.5232,0.0035,11.6461,0.072,14.075,0.0205,0.0214,0.1003,3,0.009996212121212123,0.052574829931972794,partial,3.4841360856269112
freesolv,FreeSolv / SAMPL,measured,Mistral Large 2512,mistrall,Mistral,t1024,2,500,500,0.0,max_tokens:1024,0.0201,0.0,500,384,384,3,20,0.5173,0.002,13.4359,0.017,2.0591,0.6762,26.7723,0.1604,2.0591,0.6762,26.7723,0.1604,0.3671,0.8767,7.8863,0.815,125,20,7,125,22,7,1.8229,hit3,35.0,R23,1.8229,1.4,16.0,35.0,0.1405,0.0005,13.4965,0.1124,0.4467,0.001,11.8576,0.012,0.5208,3.3854,13.6288,55.5729,0.1405,0.0005,10.5234,0.1444,13.4965,0.1124,0.4467,0.001,12.1506,0.0795,11.8576,0.012,0.0035,0.0359,3,0.0030775510204081634,0.03231428571428571,heavy,4.080814864562346
freesolv,FreeSolv / SAMPL,measured,Claude Opus 5,opus5,Anthropic,reg,1,500,500,0.0,none,0.628,0.0,500,384,384,3,20,3.6712,0.0005,27.5914,0.0005,34.6233,0.2719,76.8808,0.063,34.6233,0.2719,76.8808,0.063,0.9594,0.9535,1.1116,0.085,246,170,139,246,173,140,36.1979,hit3,81.7647,R23,36.1979,27.8,69.1057,81.7647,0.2254,0.0005,20.6862,0.027,1.8449,0.0005,15.9156,0.0005,31.5104,41.4062,76.1905,87.8063,0.2254,0.0005,10.9655,0.0005,20.6862,0.027,1.8449,0.0005,20.9822,0.0005,15.9156,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,19.620521437476285
freesolv,FreeSolv / SAMPL,measured,Claude Opus 5,opus5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,3.4887,52.5,500,384,384,3,20,3.8201,0.0005,25.4846,0.0005,39.0419,0.3068,73.7693,0.0885,39.0419,0.3068,73.7693,0.0885,0.972,0.9717,0.9133,0.02,287,199,155,287,203,157,40.3646,hit3,77.8894,R23,40.3646,31.0,69.338,77.8894,0.2375,0.0005,20.3955,0.016,1.8234,0.0005,14.0872,0.0005,35.4167,45.5794,71.5736,83.5939,0.2375,0.0005,11.4102,0.0005,20.3955,0.016,1.8234,0.0005,20.2179,0.0005,14.0872,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,22.136996819129102
freesolv,FreeSolv / SAMPL,measured,Claude Opus 5,opus5,Anthropic,t1024r,1,500,500,0.0,max_tokens:1024,3.6562,0.0,500,384,384,3,20,3.7796,0.0005,24.7935,0.0005,39.2289,0.3493,73.4273,0.1189,39.2289,0.3493,73.4273,0.1189,0.9681,0.9714,0.9812,0.02,287,201,155,287,205,157,40.3646,hit3,77.1144,R23,40.3646,31.0,70.0348,77.1144,0.2424,0.0005,21.149,0.017,1.7783,0.0005,13.5265,0.0005,35.6706,45.3125,71.287,82.5006,0.2424,0.0005,11.3509,0.0005,21.149,0.017,1.7783,0.0005,20.0739,0.0005,13.5265,0.0005,0.0005,0.0005,3,0.0015907172995780591,0.0015907172995780591,heavy,22.698419839172246
freesolv,FreeSolv / SAMPL,measured,Qwen3-235B,qwen3,Alibaba,reg,1,500,500,0.0,max_tokens:128,0.0123,0.0,500,384,384,3,20,0.176,0.5002,17.5055,0.3843,0.2915,0.6747,27.4338,0.5507,0.2915,0.6747,27.4338,0.5507,0.2255,0.2047,7.0334,3.14,32,4,1,32,4,1,0.2604,hit3,25.0,R23,0.2604,0.2,12.5,25.0,0.1051,0.3228,12.3041,0.2499,0.1617,0.4808,16.6987,0.3538,0.0,0.7812,0.0,100.0,0.1051,0.3228,9.5336,0.2789,12.3041,0.2499,0.1617,0.4808,11.0804,0.3823,16.6987,0.3538,0.8898,0.7375,0,,,untestable,
freesolv,FreeSolv / SAMPL,measured,Qwen3-235B,qwen3,Alibaba,t1024,2,500,500,0.0,max_tokens:1024,0.0125,0.0,500,384,384,3,20,0.1156,0.3698,14.6876,0.3503,0.0326,0.1154,3.3619,0.085,0.0326,0.1154,3.3619,0.085,0.2813,0.1801,6.9701,3.0215,27,5,1,27,6,1,0.2604,hit3,20.0,R23,0.2604,0.2,18.5185,20.0,0.0822,0.2779,9.5273,0.2344,0.119,0.3768,15.3885,0.3618,0.0,0.7812,0.0,66.6667,0.0822,0.2779,10.0863,0.0735,9.5273,0.2344,0.119,0.3768,9.8717,0.047,15.3885,0.3618,0.6862,0.6633,0,,,untestable,
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 sol,sol,OpenAI,reg,1,500,500,0.0,none,0.2464,0.0,500,384,384,3,20,1.1007,0.0005,25.3302,0.0005,6.2105,0.5222,57.6279,0.1849,6.2105,0.5222,57.6279,0.1849,0.896,0.8991,1.7329,0.8,123,37,24,123,39,25,6.25,hit3,64.8649,R23,6.25,4.8,30.0813,64.8649,0.1982,0.0005,20.1066,0.0485,0.8146,0.0005,20.0595,0.001,3.9062,8.8542,48.7789,80.7713,0.1982,0.0005,10.2182,0.002,20.1066,0.0485,0.8146,0.0005,13.6163,0.0005,20.0595,0.001,0.0037,0.0071,3,0.0015907172995780591,0.0030775510204081634,heavy,7.672477289467223
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 sol,sol,OpenAI,t1024,2,500,500,0.0,low,7.7574,1007.5,500,384,384,3,20,2.5944,0.0005,26.069,0.0005,14.2651,0.3968,58.5931,0.1134,14.2651,0.3968,58.5931,0.1134,0.9644,0.9712,1.0198,0.28,228,88,57,228,91,59,14.8438,hit3,64.7727,R23,14.8438,11.4,38.5965,64.7727,0.2173,0.0005,20.5678,0.0465,1.9303,0.0005,20.9462,0.0005,11.1979,18.4896,54.0211,74.6988,0.2173,0.0005,10.3908,0.0005,20.5678,0.0465,1.9303,0.0005,17.6534,0.0005,20.9462,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,7.689892762782987
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 sol,sol,OpenAI,t1024r,1,500,500,0.0,low,7.7628,994.0,500,384,384,3,20,2.7988,0.0005,27.8048,0.0005,16.2474,0.4298,64.1312,0.2459,16.2474,0.4298,64.1312,0.2459,0.9649,0.9694,1.0147,0.285,219,95,64,219,96,65,16.6667,hit3,67.3684,R23,16.6667,12.8,43.379,67.3684,0.2645,0.0005,23.2966,0.0305,2.0379,0.0005,21.9491,0.0005,13.2747,20.3125,57.6421,77.3229,0.2645,0.0005,11.215,0.0005,23.2966,0.0305,2.0379,0.0005,17.9045,0.0005,21.9491,0.0005,0.0005,0.0005,3,0.0015907172995780591,0.0015907172995780591,heavy,8.178369890573629
