dataset,dataset_name,ds_class,model,tag,vendor,arm,blocks,n_call,n_queried,trunc,reasoning,cost,think,n_pred,n_usable,n_mol,level,n_bins,mp_chance_hit,mp_p_hit,mp_chance_deep,mp_p_deep,rs_chance_hit,rs_p_hit,rs_chance_deep,rs_p_deep,rs_chance_hit3,rs_p_hit3,rs_chance_R23,rs_p_R23,pearson,spearman,rmse,medae,m1,m2,m3,h1,h2,h3,hit,hit_stat,deep,deep_stat,hit3,hit3_all,R12,R23,chance_hit,p_hit,chance_deep,p_deep,mb_chance_hit,mb_p_hit,mb_chance_deep,mb_p_deep,hit_lo,hit_hi,deep_lo,deep_hi,chance_hit3,p_hit3,chance_R12,p_R12,chance_R23,p_R23,mb_chance_hit3,mb_p_hit3,mb_chance_R12,mb_p_R12,mb_chance_R23,mb_p_R23,q_hit_joint,q_deep_joint,decided_at,q_hit_used,q_deep_used,regime,excess
boilingpoint,Wikipedia boiling points,pos_control,Gemini 2.5 Pro,gem25pro,Google,t1024,1,45,45,0.0,max_tokens:1024,0.1641,707.0,45,41,41,3,20,40.9744,0.0005,71.6986,0.0655,65.6927,0.044,73.3206,0.043,65.6927,0.044,73.3206,0.043,0.9942,0.982,6.5478,0.05,40,38,32,40,38,32,78.0488,hit3,84.2105,R23,78.0488,71.1111,95.0,84.2105,2.1378,0.0005,42.8927,0.2709,10.9854,0.0005,40.9455,0.0005,65.8537,90.2439,71.7949,94.8718,2.1378,0.0005,19.631,0.001,42.8927,0.2709,10.9854,0.0005,34.375,0.0005,40.9455,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,7.104775429206037
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3.1 Flash-Lite,gem31flashlite,Google,reg,1,45,45,0.0,none,0.0008,0.0,45,41,41,3,20,37.35,0.0005,71.4739,0.0515,63.5695,0.1154,75.4397,0.064,63.5695,0.1154,75.4397,0.064,0.9547,0.9909,19.6838,0.07,39,35,30,39,35,30,73.1707,hit3,85.7143,R23,73.1707,66.6667,89.7436,85.7143,2.0366,0.0005,42.0085,0.2689,7.3171,0.0005,31.6567,0.0005,58.5366,85.3659,73.5155,96.7767,2.0366,0.0005,19.4523,0.001,42.0085,0.2689,7.3171,0.0005,30.6548,0.0005,31.6567,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,9.999959000150332
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3.1 Flash-Lite,gem31flashlite,Google,t1024,1,45,45,0.0,max_tokens:1024,0.0084,191.0,45,41,41,3,20,43.8622,0.0005,75.0475,0.046,70.7939,0.0365,75.7923,0.032,70.7939,0.0365,75.7923,0.032,1.0,0.9999,0.1517,0.04,41,39,34,41,39,34,82.9268,hit3,87.1795,R23,82.9268,75.5556,95.122,87.1795,2.2683,0.0005,44.8889,0.2849,10.9854,0.0005,40.9455,0.0005,70.7317,92.6829,75.0,97.3684,2.2683,0.0005,20.2775,0.0015,44.8889,0.2849,10.9854,0.0005,33.3333,0.0005,40.9455,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,7.5488193420357925
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3.1 Pro,gem31pro,Google,reg,1,45,45,0.0,max_tokens:128,0.0499,151.0,45,41,41,3,20,47.2146,0.0005,80.8249,0.0755,71.6927,0.0055,77.5804,0.004,71.6927,0.0055,77.5804,0.004,1.0,0.9999,0.1547,0.04,41,39,36,41,39,36,87.8049,hit3,92.3077,R23,87.8049,80.0,95.122,92.3077,2.4122,0.0005,47.1598,0.3013,13.4244,0.0005,50.0364,0.0005,78.0488,95.122,84.2105,100.0,2.4122,0.0005,20.5186,0.001,47.1598,0.3013,13.4244,0.0005,33.3333,0.0005,50.0364,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,6.540694556181282
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3.1 Pro,gem31pro,Google,t1024,1,45,45,0.0,max_tokens:1024,0.0706,210.0,45,41,41,3,20,45.9183,0.0005,78.7784,0.079,69.5683,0.0075,75.6361,0.007,69.5683,0.0075,75.6361,0.007,1.0,0.9999,0.2122,0.04,41,39,35,41,39,35,85.3659,hit3,89.7436,R23,85.3659,77.7778,95.122,89.7436,2.3366,0.0005,46.4274,0.2964,13.4244,0.0005,50.0364,0.0005,75.5488,95.122,79.4872,97.5,2.3366,0.0005,20.2775,0.0015,46.4274,0.2964,13.4244,0.0005,33.3333,0.0005,50.0364,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,6.3590104585679805
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3.5 Flash,gem35flash,Google,reg,1,45,45,0.0,minimal,0.0049,0.0,45,41,41,3,20,40.7085,0.0005,74.2246,0.028,65.0,0.0335,75.3307,0.0415,65.0,0.0335,75.3307,0.0415,0.9528,0.9803,19.7533,0.05,39,37,32,39,37,32,78.0488,hit3,86.4865,R23,78.0488,71.1111,94.8718,86.4865,2.1427,0.0005,43.7215,0.2734,9.7561,0.0005,40.0,0.0005,65.8537,90.2439,75.0,97.1448,2.1427,0.0005,19.5218,0.001,43.7215,0.2734,9.7561,0.0005,32.2581,0.0005,40.0,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,8.0
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3.5 Flash,gem35flash,Google,t1024,1,45,45,0.0,max_tokens:1024,0.0281,104.0,45,41,41,3,20,45.8988,0.0005,78.5268,0.0365,72.7183,0.0055,77.7724,0.0045,72.7183,0.0055,77.7724,0.0045,1.0,0.9999,0.1437,0.02,41,39,36,41,39,36,87.8049,hit3,92.3077,R23,87.8049,80.0,95.122,92.3077,2.389,0.0005,47.2261,0.3073,10.9854,0.0005,40.9455,0.0005,78.0488,97.561,82.9268,100.0,2.389,0.0005,20.2775,0.0015,47.2261,0.3073,10.9854,0.0005,33.3333,0.0005,40.9455,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,7.9928723578567915
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3.6 Flash,gem36flash,Google,reg,1,45,45,0.0,minimal,0.0047,0.0,45,41,41,3,20,41.05,0.0005,71.6528,0.0425,66.8793,0.058,74.7526,0.0685,66.8793,0.058,74.7526,0.0685,0.9562,0.9927,19.291,0.04,40,38,32,40,38,32,78.0488,hit3,84.2105,R23,78.0488,71.1111,95.0,84.2105,2.1915,0.0005,43.3293,0.2594,10.9854,0.0005,40.9455,0.0005,65.8537,90.2439,71.7949,94.7368,2.1915,0.0005,20.5274,0.001,43.3293,0.2594,10.9854,0.0005,34.375,0.0005,40.9455,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,7.104775429206037
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3.6 Flash,gem36flash,Google,t1024,1,45,45,0.0,max_tokens:1024,0.0256,94.0,45,41,41,3,20,45.85,0.0005,77.054,0.1079,69.8463,0.014,75.9838,0.03,69.8463,0.014,75.9838,0.03,1.0,0.9999,0.2228,0.04,41,40,35,41,40,35,85.3659,hit3,87.5,R23,85.3659,77.7778,97.561,87.5,2.3549,0.0005,46.7582,0.3028,13.4244,0.0005,50.0364,0.0005,73.1707,95.122,75.674,97.5,2.3549,0.0005,20.2318,0.0015,46.7582,0.3028,13.4244,0.0005,33.3333,0.0005,50.0364,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,6.3590104585679805
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3 Flash,gem3flash,Google,reg,1,45,45,0.0,none,0.0016,0.0,45,41,41,3,20,44.0122,0.0005,78.542,0.055,69.0085,0.022,77.8296,0.033,69.0085,0.022,77.8296,0.033,0.9975,0.9871,4.2541,0.04,40,38,34,40,38,34,82.9268,hit3,89.4737,R23,82.9268,75.5556,95.0,89.4737,2.1744,0.0005,43.6257,0.2729,10.9829,0.0005,45.03,0.0005,70.7317,92.6829,78.9474,97.4359,2.1744,0.0005,19.5272,0.001,43.6257,0.2729,10.9829,0.0005,31.25,0.0005,45.03,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,7.550537653989383
boilingpoint,Wikipedia boiling points,pos_control,Gemini 3 Flash,gem3flash,Google,t1024,1,45,45,0.0,max_tokens:1024,0.0211,265.0,45,41,41,3,20,44.6756,0.0005,76.4179,0.04,70.9256,0.0115,76.6079,0.013,70.9256,0.0115,76.6079,0.013,1.0,0.9999,0.1512,0.04,41,39,35,41,39,35,85.3659,hit3,89.7436,R23,85.3659,77.7778,95.122,89.7436,2.3329,0.0005,46.1311,0.2964,10.9854,0.0005,40.9455,0.0005,73.1707,95.122,79.4872,97.5,2.3329,0.0005,20.2775,0.0015,46.1311,0.2964,10.9854,0.0005,33.3333,0.0005,40.9455,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,7.770850401441913
boilingpoint,Wikipedia boiling points,pos_control,GPT-4.1,gpt41,OpenAI,reg,1,45,45,0.0,none,0.0132,0.0,45,41,41,3,20,21.5915,0.0005,64.2758,0.09,35.9988,0.2849,71.2796,0.2964,35.9988,0.2849,71.2796,0.2964,0.871,0.8716,35.0861,0.5,30,22,17,30,22,17,41.4634,hit3,77.2727,R23,41.4634,37.7778,73.3333,77.2727,1.5012,0.0005,30.3661,0.1614,3.6659,0.0005,23.2464,0.0005,26.8293,58.5366,58.8235,94.1176,1.5012,0.0005,19.5967,0.0035,30.3661,0.1614,3.6659,0.0005,26.012,0.0005,23.2464,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,11.310564936304864
boilingpoint,Wikipedia boiling points,pos_control,GPT-4.1,gpt41,OpenAI,t1024,1,45,45,0.0,max_tokens:1024,0.0132,0.0,45,41,41,3,20,21.9634,0.0005,67.9201,0.1904,33.2024,0.2654,72.0104,0.3748,33.2024,0.2654,72.0104,0.3748,0.8845,0.9042,32.8489,0.8,28,21,16,28,21,16,39.0244,hit3,76.1905,R23,39.0244,35.5556,75.0,76.1905,1.5671,0.0005,33.0633,0.1939,6.0902,0.0005,38.6298,0.0005,24.3902,53.6585,55.1681,93.3333,1.5671,0.0005,18.4673,0.003,33.0633,0.1939,6.0902,0.0005,26.012,0.0005,38.6298,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,6.407737020130702
boilingpoint,Wikipedia boiling points,pos_control,GPT-5,gpt5,OpenAI,reg,1,45,45,0.0,minimal,0.0165,0.0,45,41,41,3,20,28.5805,0.0005,62.9309,0.0875,46.5317,0.2114,68.6304,0.3038,46.5317,0.2114,68.6304,0.3038,0.932,0.9008,22.0666,0.26,35,30,22,35,31,22,53.6585,hit3,73.3333,R23,53.6585,48.8889,85.7143,73.3333,1.5354,0.0005,31.0067,0.1804,7.3171,0.0005,33.3333,0.0005,38.9634,70.7317,56.25,89.2904,1.5354,0.0005,19.817,0.001,31.0067,0.1804,7.3171,0.0005,32.1429,0.0005,33.3333,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,7.33330144456137
boilingpoint,Wikipedia boiling points,pos_control,GPT-5,gpt5,OpenAI,t1024,1,45,45,0.0,low,0.1383,192.0,45,41,41,3,20,47.122,0.0005,78.9567,0.0325,74.1183,0.0035,79.1608,0.006,74.1183,0.0035,79.1608,0.006,1.0,0.9999,0.1751,0.02,41,40,37,41,40,37,90.2439,hit3,92.5,R23,90.2439,82.2222,97.561,92.5,2.4524,0.0005,48.4577,0.3223,10.9854,0.0005,40.9455,0.0005,80.4878,97.561,82.9268,100.0,2.4524,0.0005,20.2318,0.0015,48.4577,0.3223,10.9854,0.0005,33.3333,0.0005,40.9455,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,8.21489431427167
boilingpoint,Wikipedia boiling points,pos_control,GPT-5.5,gpt55,OpenAI,reg,1,45,45,0.0,none,0.019,0.0,45,41,41,3,20,38.7134,0.0005,67.9637,0.0245,65.911,0.1024,75.5975,0.1999,65.911,0.1024,75.5975,0.1999,0.9842,0.9927,10.8704,0.04,40,38,31,40,38,31,75.6098,hit3,81.5789,R23,75.6098,68.8889,95.0,81.5789,1.9537,0.0005,39.2685,0.2334,7.3317,0.0005,28.4568,0.0005,63.4146,87.8049,69.4391,92.5,1.9537,0.0005,19.9045,0.0005,39.2685,0.2334,7.3317,0.0005,32.8219,0.0005,28.4568,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,10.312724197662208
boilingpoint,Wikipedia boiling points,pos_control,GPT-5.5,gpt55,OpenAI,t1024,1,45,45,0.0,low,0.0829,78.0,45,41,41,3,20,45.8988,0.0005,78.5268,0.0365,72.5976,0.0055,78.048,0.0045,72.5976,0.0055,78.048,0.0045,1.0,0.9999,0.1637,0.02,41,39,36,41,39,36,87.8049,hit3,92.3077,R23,87.8049,80.0,95.122,92.3077,2.389,0.0005,47.2261,0.3073,10.9854,0.0005,40.9455,0.0005,78.0488,97.561,82.9268,100.0,2.389,0.0005,20.2775,0.0015,47.2261,0.3073,10.9854,0.0005,33.3333,0.0005,40.9455,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,7.9928723578567915
boilingpoint,Wikipedia boiling points,pos_control,Grok 4.3,grok43,xAI,reg,1,45,45,0.0,none,0.0088,0.0,45,41,41,3,20,31.0012,0.0005,59.193,0.1134,56.8098,0.3398,68.206,0.3553,56.8098,0.3398,68.206,0.3553,0.9971,0.9985,4.6884,0.1,40,35,25,40,35,25,60.9756,hit3,71.4286,R23,60.9756,55.5556,87.5,71.4286,1.8744,0.0005,37.1044,0.2344,7.3341,0.0005,30.07,0.0005,46.3415,75.6098,56.7441,86.1111,1.8744,0.0005,20.3981,0.0005,37.1044,0.2344,7.3341,0.0005,31.25,0.0005,30.07,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,8.31398535607641
boilingpoint,Wikipedia boiling points,pos_control,Grok 4.3,grok43,xAI,t1024,1,45,45,0.0,max_tokens:1024,0.0737,432.0,45,41,41,3,20,31.2646,0.0005,71.2362,0.052,54.8,0.1524,77.7404,0.1089,54.8,0.1524,77.7404,0.1089,0.5174,0.5965,70.6599,0.1,32,30,26,32,30,26,63.4146,hit3,86.6667,R23,63.4146,57.7778,93.75,86.6667,2.0,0.0005,44.3381,0.3178,4.8951,0.0005,26.4223,0.0005,48.7805,78.0488,74.1935,96.9697,2.0,0.0005,21.5797,0.004,44.3381,0.3178,4.8951,0.0005,30.012,0.0005,26.4223,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,12.954709811852668
boilingpoint,Wikipedia boiling points,pos_control,Grok 4.5,grok45,xAI,reg,1,45,45,0.0,low,0.0477,105.0,45,41,41,3,20,46.3646,0.0005,77.5771,0.0405,72.8598,0.0085,77.9609,0.019,72.8598,0.0085,77.9609,0.019,1.0,0.9999,0.1478,0.02,41,40,36,41,40,36,87.8049,hit3,90.0,R23,87.8049,80.0,97.561,90.0,2.4146,0.0005,47.0698,0.2949,10.9854,0.0005,40.9455,0.0005,78.0488,97.561,80.0,97.561,2.4146,0.0005,20.5472,0.001,47.0698,0.2949,10.9854,0.0005,33.3333,0.0005,40.9455,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,7.9928723578567915
boilingpoint,Wikipedia boiling points,pos_control,Grok 4.5,grok45,xAI,t1024,1,45,45,0.0,max_tokens:1024,0.0701,201.0,45,41,41,3,20,44.2427,0.0005,75.647,0.0375,71.8146,0.018,77.556,0.0165,71.8146,0.018,77.556,0.0165,1.0,0.9999,0.1757,0.02,41,39,35,41,39,35,85.3659,hit3,89.7436,R23,85.3659,77.7778,95.122,89.7436,2.3,0.0005,45.5461,0.2894,9.7585,0.0005,36.3727,0.0005,75.6098,95.122,80.0,97.5,2.3,0.0005,20.2775,0.0015,45.5461,0.2894,9.7585,0.0005,33.3333,0.0005,36.3727,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,8.74785059179177
boilingpoint,Wikipedia boiling points,pos_control,Claude Haiku 4.5,haiku45,Anthropic,reg,1,45,45,0.0,none,0.0077,0.0,45,41,41,3,20,28.5268,0.001,62.8282,0.1014,46.0195,0.2934,69.7155,0.3943,46.0195,0.2934,69.7155,0.3943,0.9005,0.8361,26.5148,0.17,35,29,21,35,29,21,51.2195,hit3,72.4138,R23,51.2195,46.6667,82.8571,72.4138,1.6537,0.0005,33.8942,0.2059,9.7732,0.0005,42.0111,0.0005,36.5854,65.8537,54.8387,88.4615,1.6537,0.0005,19.1559,0.0005,33.8942,0.2059,9.7732,0.0005,33.9393,0.0005,42.0111,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,5.240811607252486
boilingpoint,Wikipedia boiling points,pos_control,Claude Haiku 4.5,haiku45,Anthropic,t1024,1,45,45,0.0,max_tokens:1024,0.0524,137.0,45,41,41,3,20,40.9293,0.0005,74.6698,0.039,70.9549,0.1894,78.6347,0.1224,70.9549,0.1894,78.6347,0.1224,0.9994,0.9991,2.08,0.02,41,37,32,41,37,32,78.0488,hit3,86.4865,R23,78.0488,71.1111,90.2439,86.4865,2.1268,0.0005,43.83,0.2849,9.7585,0.0005,40.01,0.0005,63.4146,90.2439,74.3571,97.2241,2.1268,0.0005,19.0758,0.0015,43.83,0.2849,9.7585,0.0005,30.303,0.0005,40.01,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,7.998032484500692
boilingpoint,Wikipedia boiling points,pos_control,Kimi K3,kimik3,Moonshot,reg,1,45,45,0.0,none,0.0315,0.0,45,41,41,3,20,42.3439,0.0005,75.5875,0.0765,68.0866,0.042,75.5975,0.04,68.0866,0.042,75.5975,0.04,0.9989,0.9994,2.8691,0.04,40,38,33,40,38,33,80.4878,hit3,86.8421,R23,80.4878,73.3333,95.0,86.8421,2.1902,0.0005,43.9682,0.2754,9.7561,0.0005,40.0,0.0005,68.2927,90.2439,75.6757,97.2222,2.1902,0.0005,20.1448,0.001,43.9682,0.2754,9.7561,0.0005,31.25,0.0005,40.0,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,8.24999743750064
boilingpoint,Wikipedia boiling points,pos_control,Kimi K3,kimik3,Moonshot,t1024,1,45,45,0.0,max_tokens:1024,0.1457,63.0,45,41,41,3,20,47.122,0.0005,78.9567,0.0325,74.1183,0.0035,79.1608,0.006,74.1183,0.0035,79.1608,0.006,1.0,0.9999,0.1584,0.02,41,40,37,41,40,37,90.2439,hit3,92.5,R23,90.2439,82.2222,97.561,92.5,2.4524,0.0005,48.4577,0.3223,10.9854,0.0005,40.9455,0.0005,80.4878,97.561,82.9268,100.0,2.4524,0.0005,20.2318,0.0015,48.4577,0.3223,10.9854,0.0005,33.3333,0.0005,40.9455,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,8.21489431427167
boilingpoint,Wikipedia boiling points,pos_control,Llama 4 Maverick,llama4mav,Meta,reg,1,45,45,0.0,none,0.0015,0.0,45,41,41,3,20,32.9317,0.0005,60.7359,0.1349,55.8037,0.2859,67.6608,0.3273,55.8037,0.2859,67.6608,0.3273,0.9816,0.9762,11.6302,0.1,39,35,25,39,35,25,60.9756,hit3,71.4286,R23,60.9756,55.5556,89.7436,71.4286,1.7268,0.0005,35.0701,0.2124,9.7561,0.0005,36.3636,0.0005,46.3415,75.6098,57.1429,86.1111,1.7268,0.0005,20.1532,0.001,35.0701,0.2124,9.7561,0.0005,34.375,0.0005,36.3636,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,6.249997437500641
boilingpoint,Wikipedia boiling points,pos_control,Llama 4 Maverick,llama4mav,Meta,t1024,1,45,45,0.0,max_tokens:1024,0.0015,0.0,45,41,41,3,20,32.9573,0.0005,62.2217,0.1199,57.6841,0.3838,69.3341,0.2959,57.6841,0.3838,69.3341,0.2959,0.9716,0.9945,15.0672,0.1,39,34,25,39,34,25,60.9756,hit3,73.5294,R23,60.9756,55.5556,87.1795,73.5294,1.7024,0.0005,34.0387,0.2044,9.7561,0.0005,36.3636,0.0005,46.3415,75.6098,57.1429,87.1069,1.7024,0.0005,19.7235,0.001,34.0387,0.2044,9.7561,0.0005,34.375,0.0005,36.3636,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,6.249997437500641
boilingpoint,Wikipedia boiling points,pos_control,GPT-5.6 luna,luna,OpenAI,reg,1,45,45,0.0,none,0.0004,0.0,45,41,41,3,20,38.2341,0.0005,75.4486,0.0215,62.8085,0.1854,82.3961,0.3478,62.8085,0.1854,82.3961,0.3478,0.8264,0.9336,42.6646,0.02,34,34,29,34,34,29,70.7317,hit3,85.2941,R23,70.7317,64.4444,100.0,85.2941,1.922,0.0005,41.3025,0.2694,10.9829,0.0005,47.2389,0.0005,56.0976,85.3659,72.7273,96.875,1.922,0.0005,19.5326,0.0015,41.3025,0.2694,10.9829,0.0005,35.1963,0.0005,47.2389,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,6.4401660763550606
boilingpoint,Wikipedia boiling points,pos_control,GPT-5.6 luna,luna,OpenAI,t1024,1,45,45,0.0,low,0.0045,27.0,45,41,41,3,20,47.1659,0.0005,82.4792,0.036,71.772,0.0095,79.6562,0.016,71.772,0.0095,79.6562,0.016,0.9985,0.9927,3.3399,0.02,40,39,36,40,39,36,87.8049,hit3,92.3077,R23,87.8049,80.0,97.5,92.3077,2.4183,0.0005,47.5301,0.3073,13.4244,0.0005,55.04,0.0005,75.6098,97.561,82.5,100.0,2.4183,0.0005,20.3125,0.0015,47.5301,0.3073,13.4244,0.0005,31.25,0.0005,55.04,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,6.540694556181282
boilingpoint,Wikipedia boiling points,pos_control,MiniMax M3,minimaxm3,MiniMax,reg,1,45,45,0.0,none,0.0051,0.0,45,41,41,3,20,31.3341,0.0005,64.7584,0.1749,50.9549,0.1929,68.1395,0.2189,50.9549,0.1929,68.1395,0.2189,0.9452,0.9335,20.4178,0.1,36,32,24,36,32,24,58.5366,hit3,75.0,R23,58.5366,53.3333,88.8889,75.0,1.5939,0.0005,32.9292,0.2004,8.5439,0.0005,35.03,0.0005,43.9024,73.1707,59.375,89.6638,1.5939,0.0005,20.3091,0.001,32.9292,0.2004,8.5439,0.0005,34.4828,0.0005,35.03,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,6.851274008356839
boilingpoint,Wikipedia boiling points,pos_control,MiniMax M3,minimaxm3,MiniMax,t1024,1,45,45,0.0,max_tokens:1024,0.0141,116.0,44,40,40,3,20,43.84,0.0005,72.5779,0.017,68.6438,0.0245,76.0466,0.0195,68.6438,0.0245,76.0466,0.0195,0.9927,0.9974,7.6163,0.04,39,37,33,39,37,33,82.5,hit3,89.1892,R23,82.5,75.0,94.8718,89.1892,2.36,0.0005,48.4052,0.3313,5.0,0.0005,18.1818,0.0005,70.0,92.5,78.3784,97.3684,2.36,0.0005,19.6189,0.002,48.4052,0.3313,5.0,0.0005,33.3333,0.0005,18.1818,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,16.5
boilingpoint,Wikipedia boiling points,pos_control,Mistral Large 2512,mistrall,Mistral,reg,1,45,45,0.0,minimal,0.0016,0.0,45,41,41,3,20,31.25,0.0005,71.6129,0.1604,42.9915,0.1049,72.2113,0.1589,42.9915,0.1049,72.2113,0.1589,0.8892,0.9059,30.1147,0.3,29,27,22,29,27,22,53.6585,hit3,81.4815,R23,53.6585,48.8889,93.1034,81.4815,1.65,0.0005,33.6708,0.1914,10.9829,0.0005,42.7436,0.0005,39.0244,68.2927,65.1941,96.0,1.65,0.0005,21.9999,0.001,33.6708,0.1914,10.9829,0.0005,42.012,0.0005,42.7436,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,4.885640404629013
boilingpoint,Wikipedia boiling points,pos_control,Mistral Large 2512,mistrall,Mistral,t1024,1,45,45,0.0,max_tokens:1024,0.0016,0.0,45,41,41,3,20,33.7841,0.001,71.177,0.1969,48.9817,0.1324,73.7094,0.2399,48.9817,0.1324,73.7094,0.2399,0.8965,0.9185,29.9304,0.15,31,30,24,31,30,24,58.5366,hit3,80.0,R23,58.5366,53.3333,96.7742,80.0,1.75,0.0005,37.8369,0.2429,10.9829,0.0005,42.7436,0.0005,43.9024,73.1707,64.8561,93.5484,1.75,0.0005,20.9286,0.002,37.8369,0.2429,10.9829,0.0005,40.3962,0.0005,42.7436,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,5.329794498720738
boilingpoint,Wikipedia boiling points,pos_control,Claude Opus 5,opus5,Anthropic,reg,1,45,45,0.0,none,0.0481,0.0,45,41,41,3,20,43.5549,0.0005,76.1794,0.0785,69.422,0.0575,76.2138,0.0455,69.422,0.0575,76.2138,0.0455,1.0,0.9999,0.2073,0.04,41,38,33,41,38,33,80.4878,hit3,86.8421,R23,80.4878,73.3333,92.6829,86.8421,2.2634,0.0005,44.609,0.2749,13.4244,0.0005,50.0364,0.0005,68.2927,92.6829,75.0,97.2973,2.2634,0.0005,20.2657,0.001,44.609,0.2749,13.4244,0.0005,33.3333,0.0005,50.0364,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,5.995634814218884
boilingpoint,Wikipedia boiling points,pos_control,Claude Opus 5,opus5,Anthropic,t1024,1,45,45,0.0,max_tokens:1024,0.0722,12.0,45,41,41,3,20,45.8402,0.0005,80.2548,0.0655,70.6683,0.012,76.3863,0.0045,70.6683,0.012,76.3863,0.0045,1.0,0.9999,0.1649,0.04,41,38,35,41,38,35,85.3659,hit3,92.1053,R23,85.3659,77.7778,92.6829,92.1053,2.3488,0.0005,47.2232,0.3113,13.4244,0.0005,50.0364,0.0005,73.1707,95.122,82.0513,100.0,2.3488,0.0005,20.0468,0.0015,47.2232,0.3113,13.4244,0.0005,33.3333,0.0005,50.0364,0.0005,0.0018,0.0018,3,0.0015907172995780591,0.0015907172995780591,heavy,6.3590104585679805
boilingpoint,Wikipedia boiling points,pos_control,Qwen3-235B,qwen3,Alibaba,reg,1,45,45,0.0,max_tokens:128,0.001,0.0,45,41,41,3,20,23.5317,0.0005,58.587,0.0195,39.7793,0.4723,69.8122,0.3473,39.7793,0.4723,69.8122,0.3473,0.8629,0.8544,36.9936,0.3,31,23,17,31,23,17,41.4634,hit3,73.913,R23,41.4634,37.7778,74.1935,73.913,1.3463,0.0005,27.7244,0.1589,7.3171,0.0005,30.192,0.0005,26.8293,58.5366,55.9793,90.487,1.3463,0.0005,19.1521,0.0015,27.7244,0.1589,7.3171,0.0005,39.946,0.0005,30.192,0.0005,0.0037,0.0037,3,0.0015907172995780591,0.0015907172995780591,heavy,5.666643888972407
