dataset,dataset_name,ds_class,model,tag,vendor,arm,blocks,n_call,n_queried,trunc,reasoning,cost,think,n_pred,n_usable,n_mol,level,n_bins,mp_chance_hit,mp_p_hit,mp_chance_deep,mp_p_deep,rs_chance_hit,rs_p_hit,rs_chance_deep,rs_p_deep,rs_chance_hit3,rs_p_hit3,rs_chance_R23,rs_p_R23,pearson,spearman,rmse,medae,m1,m2,m3,h1,h2,h3,hit,hit_stat,deep,deep_stat,hit3,hit3_all,R12,R23,chance_hit,p_hit,chance_deep,p_deep,mb_chance_hit,mb_p_hit,mb_chance_deep,mb_p_deep,hit_lo,hit_hi,deep_lo,deep_hi,chance_hit3,p_hit3,chance_R12,p_R12,chance_R23,p_R23,mb_chance_hit3,mb_p_hit3,mb_chance_R12,mb_p_R12,mb_chance_R23,mb_p_R23,q_hit_joint,q_deep_joint,regime_old,smooth_floor,R12_smooth_floor,R23_smooth_floor,R13_smooth_floor,hit1_smooth_floor,floor_R12,floor_R23,guard_R12,guard_R23,testable,p_R12_binom,p_R23_binom,p_hit3_binom,p_m1_binom,floor_m1,rate_m1,q_hit3,q_R12,q_R23,first_figure_at_chance,verdict,evidence,regime,breadth_R12,breadth_R23,excess_R12,excess_R23,floor_hit3,rel_medae,excess_hit3,recall_signature
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 sol,sol,OpenAI,t1024,2,500,500,0.0,low,7.7574,1007.5,500,384,384,3,20,2.5944,0.0005,26.069,0.0005,14.2651,0.3968,58.5931,0.1134,14.2651,0.3968,58.5931,0.1134,0.9644,0.9712,1.0198,0.28,228,88,57,228,91,59,14.8438,hit3,True,R23,14.8438,11.4,38.5965,64.7727,0.2173,0.0005,20.5678,0.0465,1.9303,0.0005,20.9462,0.0005,11.1979,18.4896,54.0211,74.6988,0.2173,0.0005,10.3908,0.0005,20.5678,0.0465,1.9303,0.0005,17.6534,0.0005,20.9462,0.0005,0.0018,0.0018,heavy,1.8021,21.9397,13.0504,2.8632,62.9388,10.660569,14.033597,False,False,True,2.8274606746051125e-28,1.3734750471284032e-27,5.151303895641322e-96,3.3219777795664346e-128,9.610963,59.375,,4.146942322754165e-27,1.959986013199451e-26,False,contaminated,R12 + R23,heavy,16.586953822916666,11.627717354166668,3.6204915516235574,4.6155451093543585,0.133215,6.9478908188585615,111.42739181023158,True
freesolv,FreeSolv / SAMPL,measured,Claude Sonnet 5,sonnet5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,0.2711,0.0,500,384,384,3,20,1.2594,0.0005,19.4558,0.0015,6.8996,0.6477,46.376,0.3068,6.8996,0.6477,46.376,0.3068,0.94,0.9478,1.521,0.53,185,50,25,185,50,26,6.5104,hit3,True,R23,6.5104,5.0,27.027,50.0,0.1388,0.0005,13.8697,0.092,0.9931,0.0005,16.1869,0.0005,4.1667,9.1146,35.8962,64.0038,0.1388,0.0005,10.7,0.0055,13.8697,0.092,0.9931,0.0005,14.0216,0.0005,16.1869,0.0005,0.0018,0.0018,heavy,0.9297,16.8851,12.0202,2.0296,45.806,10.660569,14.033597,False,False,True,4.412010243674997e-10,1.6304010153734284e-09,9.65932414442229e-34,1.6816166822730033e-83,9.610963,48.177083333333336,,2.177141503420933e-09,7.825924873792456e-09,False,contaminated,R12 + R23,partial,7.884882122395833,4.683125390625,2.5352305303778815,3.5628784266784916,0.133215,13.151364764267989,48.871373343842656,True
freesolv,FreeSolv / SAMPL,measured,GPT-5.6 terra,terra,OpenAI,t1024,2,500,500,0.0,low,3.2312,1711.0,500,384,384,3,20,0.7897,0.0005,14.2134,0.002,4.012,0.6762,37.4652,0.3698,4.012,0.6762,37.4652,0.3698,0.9281,0.9384,1.49,0.555,172,35,14,172,37,15,3.6458,hit3,True,R23,3.6458,2.8,20.3488,40.0,0.1277,0.0005,11.6387,0.0895,0.6331,0.0005,11.8182,0.001,1.8229,5.7292,24.2398,57.1505,0.1277,0.0005,10.4249,0.029,11.6387,0.0895,0.6331,0.0005,13.1223,0.003,11.8182,0.001,0.0018,0.0035,heavy,0.888,16.6744,11.8464,1.9753,44.9557,10.660569,14.033597,False,False,True,0.0001361854451093805,0.00014313899051761602,4.787617212179411e-16,1.2414491790003707e-71,9.610963,44.791666666666664,,0.0005046672778548903,0.0005248429652312587,False,contaminated,R12 + R23,partial,4.339536802083333,2.3667294401041667,1.9087911724036493,2.850302741342793,0.133215,13.771712158808933,27.367788912659986,True
ld50,LD50 (Zhu),measured,Gemini 2.5 Pro,gem25pro,Google,t1024,2,500,500,0.0,max_tokens:1024,1.8835,725.0,499,496,496,3,20,0.8833,0.063,14.8968,0.1164,1.3838,0.3808,19.9247,0.3298,1.3838,0.3808,19.9247,0.3298,0.3941,0.4308,1.0217,0.526,212,35,8,212,37,8,1.6129,hit3,True,R23,1.6129,1.6032,16.5094,22.8571,0.4148,0.0015,10.9622,0.0605,0.8516,0.0475,14.4457,0.0985,0.6048,2.8226,9.6699,37.5,0.4148,0.0015,10.8427,0.0115,10.9622,0.0605,0.8516,0.0475,14.0606,0.054,14.4457,0.0985,0.1312,0.2503,clean,0.6368,13.6003,10.9953,1.4954,42.5855,12.862777,10.421628,False,False,True,0.07251348115240398,0.025007530398712542,0.00036350005615867,2.6506729842779544e-07,31.897811,42.74193548387097,,0.212706211380385,0.08002409727588013,False,clean,both rungs at chance,clean,1.558651766129032,0.8775060887096775,1.2835019996070833,2.1932369875416775,0.341203,22.22222222222222,4.72709794462534,True
ld50,LD50 (Zhu),measured,Gemini 3.1 Flash-Lite,gem31flashlite,Google,t1024,2,500,500,0.0,max_tokens:1024,0.394,989.0,500,497,497,3,20,1.4141,0.0005,13.4486,0.0005,6.2265,0.0785,45.4888,0.042,6.2265,0.0785,45.4888,0.042,0.6141,0.6235,0.7314,0.352,271,70,39,271,73,40,7.8471,hit3,True,R23,7.8471,7.8,25.8303,55.7143,0.4703,0.0005,11.7743,0.0005,1.1333,0.0005,10.9445,0.0005,5.6288,10.2616,43.6613,67.5333,0.4703,0.0005,10.7797,0.0005,11.7743,0.0005,1.1333,0.0005,19.0469,0.0005,10.9445,0.0005,0.0018,0.0018,heavy,0.9024,15.8488,10.5084,1.6655,54.1841,12.862777,10.421628,False,False,True,6.974724554536622e-09,1.2953468041349974e-20,2.034315732931284e-39,2.0302882478255314e-25,31.897811,54.52716297786721,,3.23039874104854e-08,1.0208106157959383e-19,False,contaminated,R12 + R23,partial,7.0707996639839035,6.379247565392355,2.008143342607899,5.346026551705742,0.341203,14.871144909167722,22.998332371051838,True
ld50,LD50 (Zhu),measured,Gemini 3.1 Pro,gem31pro,Google,t1024,2,500,500,0.0,max_tokens:1024,1.8891,551.5,500,497,497,3,20,1.9014,0.0005,13.0473,0.0005,9.8448,0.1229,46.6798,0.0075,9.8448,0.1229,46.6798,0.0075,0.7833,0.7815,0.573,0.266,313,98,57,313,103,61,11.4688,hit3,True,R23,11.4688,11.4,31.3099,58.1633,0.3013,0.0005,9.0167,0.0005,1.5117,0.0005,10.577,0.0005,8.8481,14.2857,48.3429,67.5926,0.3013,0.0005,9.4314,0.0005,9.0167,0.0005,1.5117,0.0005,22.6676,0.0005,10.577,0.0005,0.0018,0.0018,heavy,1.2002,17.9012,10.8062,1.9344,62.0443,12.862777,10.421628,False,False,True,1.5939504741322386e-17,8.749499085563165e-31,2.3653625340030526e-66,8.780976394857106e-46,31.897811,62.97786720321932,,1.0789818594125922e-16,1.4902372636055973e-29,False,contaminated,R12 + R23,heavy,11.617607241448692,9.41384397585513,2.4341477738438595,5.581018627799803,0.341203,11.237853823405155,33.61283458820702,True
ld50,LD50 (Zhu),measured,Gemini 3.5 Flash,gem35flash,Google,t1024,2,500,500,0.0,max_tokens:1024,1.7125,684.5,500,497,497,3,20,2.2865,0.0005,15.6822,0.0005,12.2194,0.0615,54.4878,0.0075,12.2194,0.0615,54.4878,0.0075,0.8037,0.7944,0.5471,0.277,322,111,73,322,113,77,14.6881,hit3,True,R23,14.6881,14.6,34.472,65.7658,0.3521,0.0005,9.8766,0.0005,1.8024,0.0005,12.6289,0.0005,11.67,18.1087,56.25,75.0057,0.3521,0.0005,10.184,0.0005,9.8766,0.0005,1.8024,0.0005,22.5917,0.0005,12.6289,0.0005,0.0018,0.0018,heavy,1.1831,17.7241,10.9487,1.9406,60.9668,12.862777,10.421628,False,False,True,2.5386246251168847e-23,2.495185896495295e-44,1.1372062232016782e-92,5.522694622422253e-51,31.897811,64.78873239436619,,2.6807876041234303e-22,1.1976892303177416e-42,False,contaminated,R12 + R23,heavy,14.000373855130785,12.360561955734408,2.6799811580345367,6.310511179251456,0.341203,11.702577101816647,43.04798023464038,True
ld50,LD50 (Zhu),measured,Gemini 3.6 Flash,gem36flash,Google,t1024,2,500,500,0.0,max_tokens:1024,1.2846,541.0,481,478,478,3,20,2.651,0.0005,15.8489,0.0005,13.5101,0.0255,56.8109,0.0075,13.5101,0.0255,56.8109,0.0075,0.7737,0.7603,0.5815,0.285,295,119,81,295,121,83,16.9456,hit3,True,R23,16.9456,16.8399,40.339,68.0672,0.3705,0.0005,10.7542,0.0005,2.0323,0.0005,12.4132,0.0005,13.8023,20.7113,58.997,76.1072,0.3705,0.0005,9.8286,0.0005,10.7542,0.0005,2.0323,0.0005,26.7555,0.0005,12.4132,0.0005,0.0018,0.0018,heavy,1.168,17.4332,11.1742,1.948,59.9588,12.862777,10.421628,False,False,True,4.6161181002740164e-32,8.413886899739708e-51,5.4694989150603374e-108,8.720121168746571e-41,31.897811,61.71548117154812,,9.374270603633387e-31,6.346474690089379e-49,False,contaminated,R12 + R23,heavy,16.95707277196653,14.351100979079499,3.1361035023774417,6.531340400943115,0.341203,12.040557667934092,49.66427610542697,True
ld50,LD50 (Zhu),measured,Gemini 3 Flash,gem3flash,Google,t1024,2,500,500,0.0,max_tokens:1024,0.7189,904.5,500,497,497,3,20,2.5388,0.0005,16.591,0.0005,11.7914,0.039,52.9325,0.019,11.7914,0.039,52.9325,0.019,0.7264,0.7091,0.6276,0.268,316,115,72,316,115,74,14.4869,hit3,True,R23,14.4869,14.4,36.3924,62.6087,0.4269,0.0005,11.0381,0.0005,2.0355,0.0005,13.5916,0.0005,11.4688,17.7062,53.3871,70.7699,0.4269,0.0005,10.5967,0.0005,11.0381,0.0005,2.0355,0.0005,24.131,0.0005,13.5916,0.0005,0.0018,0.0018,heavy,1.2465,18.071,11.1874,2.0217,61.6559,12.862777,10.421628,False,False,True,2.1327893368381662e-26,1.461638739492282e-41,5.70710253933395e-91,1.752265818920776e-47,31.897811,63.58148893360161,,2.746616511830614e-25,6.43121045376604e-40,False,contaminated,R12 + R23,heavy,14.960487863179074,12.075478430583502,2.829280177989559,6.007573864659149,0.341203,11.322348964934516,42.458301949279466,True
ld50,LD50 (Zhu),measured,GPT-4.1,gpt41,OpenAI,t1024,2,500,500,0.0,max_tokens:1024,0.1971,0.0,500,497,497,3,20,0.3983,0.6027,8.8578,0.3618,0.576,0.7786,15.0441,0.6987,0.576,0.7786,15.0441,0.6987,0.1945,0.1681,0.9108,0.5465,199,19,2,199,19,2,0.4024,hit3,True,R23,0.4024,0.4,9.5477,10.5263,0.356,0.5342,8.086,0.3253,0.3939,0.6092,8.737,0.3458,0.0,1.006,0.0,26.6818,0.356,0.5342,12.2885,0.8836,8.086,0.3253,0.3939,0.6092,11.2858,0.8961,8.737,0.3458,0.9096,0.6472,clean,0.5463,13.6334,9.6328,1.3133,41.5966,12.862777,10.421628,False,False,True,0.9384870160705092,0.6033296812679048,0.505812352080128,7.884658515202195e-05,31.897811,40.04024144869215,,1.0,1.0,False,clean,both rungs at chance,clean,0.0,0.004002148893360171,0.7422736163427229,1.010043728292739,0.341203,23.088297422898183,1.1793565707218283,True
ld50,LD50 (Zhu),measured,GPT-5,gpt5,OpenAI,t1024,2,500,500,0.0,low,6.0676,1088.0,500,497,497,3,20,1.0387,0.0005,13.2085,0.0005,3.4789,0.3678,34.0917,0.2399,3.4789,0.3678,34.0917,0.2399,0.5421,0.5482,0.8509,0.441,246,49,19,246,49,20,3.8229,hit3,True,R23,3.8229,3.8,19.9187,38.7755,0.365,0.0005,10.1813,0.001,0.9099,0.0005,11.6657,0.0005,2.2082,5.6338,25.0,53.1989,0.365,0.0005,10.2597,0.0005,10.1813,0.001,0.9099,0.0005,16.0882,0.0075,11.6657,0.0005,0.0018,0.0018,heavy,0.7243,14.669,10.3687,1.521,47.6237,12.862777,10.421628,False,False,True,0.001209801999490752,1.8367637072929593e-07,2.8118323580637816e-14,3.027144501520755e-16,31.897811,49.496981891348085,,0.004121131972458819,7.821058366537762e-07,False,contaminated,R12 + R23,partial,3.492468527162978,2.795453175050302,1.5485536288159238,3.7206758867232645,0.341203,18.631178707224336,11.204180502516099,True
ld50,LD50 (Zhu),measured,GPT-5.5,gpt55,OpenAI,t1024,2,500,500,0.0,low,5.5949,516.0,500,497,497,3,20,1.8908,0.0005,13.2086,0.0005,8.148,0.1004,46.7357,0.2499,8.148,0.1004,46.7357,0.2499,0.7621,0.7475,0.599,0.3005,301,97,49,301,99,50,9.8592,hit3,True,R23,9.8592,9.8,32.2259,50.5155,0.3819,0.0005,10.5262,0.0005,1.5271,0.0005,10.8227,0.0005,7.4447,12.4748,40.4255,60.21,0.3819,0.0005,10.2902,0.0005,10.5262,0.0005,1.5271,0.0005,23.8727,0.0005,10.8227,0.0005,0.0018,0.0018,heavy,1.0553,16.8746,10.6975,1.8052,58.4618,12.862777,10.421628,False,False,True,2.6539517375646655e-18,5.506644848204868e-23,5.50464822185085e-54,2.571312954491478e-39,31.897811,60.563380281690144,,1.8437980492554516e-17,5.286379054276673e-22,False,contaminated,R12 + R23,partial,11.72697006639839,7.82515509859155,2.505361011856149,4.847179346643347,0.341203,12.695395014786648,28.89540830531971,True
ld50,LD50 (Zhu),measured,Grok 4.3,grok43,xAI,t1024,2,500,500,0.0,max_tokens:1024,3.0124,2060.0,499,496,496,3,20,1.0748,0.0005,15.1053,0.0005,6.0944,0.4823,52.5799,0.4603,6.0944,0.4823,52.5799,0.4603,0.036,0.2277,64.1729,1.085,157,58,31,157,60,32,6.25,hit3,True,R23,6.25,6.2124,36.9427,53.4483,0.2146,0.0005,10.5996,0.002,0.8643,0.0005,12.4436,0.0005,4.2339,8.4677,40.7357,66.6667,0.2146,0.0005,10.5316,0.0005,10.5996,0.002,0.8643,0.0005,22.102,0.0005,12.4436,0.0005,0.0018,0.0018,heavy,0.334,11.5044,11.58,1.3322,25.0714,12.862777,10.421628,False,False,True,1.8710434087217535e-14,5.36035374687324e-16,1.214625200829514e-28,0.5633025175357629,31.897811,31.653225806451612,,1.1622481409471598e-13,3.4515448516452085e-15,True,contaminated,R12 + R23,partial,7.622064538306452,5.031341887096774,2.8720625413936665,5.128594112167504,0.341203,45.83861427967892,18.317541170505535,True
ld50,LD50 (Zhu),measured,Grok 4.5,grok45,xAI,t1024,2,500,500,0.0,max_tokens:1024,4.747,1246.5,495,492,492,3,20,2.5212,0.0005,16.8777,0.0005,11.848,0.032,53.0025,0.0005,11.848,0.032,53.0025,0.0005,0.7438,0.7147,0.6021,0.282,308,104,73,308,105,75,14.8374,hit3,True,R23,14.8374,14.7475,33.7662,70.1923,0.3923,0.0005,10.2936,0.0005,2.016,0.0005,13.7369,0.0005,11.3821,17.8862,60.5757,79.0542,0.3923,0.0005,10.5195,0.0005,10.2936,0.0005,2.016,0.0005,24.0307,0.0005,13.7369,0.0005,0.0018,0.0018,heavy,1.169,17.5669,10.9726,1.9275,60.6479,12.862777,10.421628,False,False,True,3.44525888463482e-21,1.9801504013928448e-47,5.208246735299564e-93,2.619029472301728e-44,31.897811,62.60162601626016,,2.8423385798237264e-20,1.1616882354838024e-45,False,contaminated,R12 + R23,heavy,13.085903829268293,12.634452617886181,2.625109647784456,6.73525287987635,0.341203,11.91381495564005,43.485549658121414,True
ld50,LD50 (Zhu),measured,Claude Haiku 4.5,haiku45,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,1.7924,430.5,500,497,497,3,20,0.1503,0.1264,7.0484,0.1014,0.2827,0.4068,11.9959,0.3123,0.2827,0.4068,11.9959,0.3123,0.0604,0.1098,23.8633,1.1155,110,12,2,110,12,2,0.4024,hit3,False,R23,0.4024,0.4,10.9091,16.6667,0.1769,0.1849,8.8028,0.1709,0.1412,0.1134,6.6338,0.091,0.0,1.006,0.0,40.0,0.1769,0.1849,9.7068,0.2979,8.8028,0.1709,0.1412,0.1134,9.5702,0.2449,6.6338,0.091,0.2754,0.2334,untestable,0.3078,11.5772,10.828,1.2536,24.5573,12.862777,10.421628,False,False,True,0.7700582192828065,,0.505812352080128,0.9999994495193777,31.897811,22.132796780684103,,1.0,,True,clean,"R12 at chance, R23 no power",clean,0.0,0.15078564185110666,0.8481139026199398,1.5992415004642269,0.341203,47.12716518800169,1.1793565707218283,True
ld50,LD50 (Zhu),measured,Kimi K3,kimik3,Moonshot,t1024,2,500,500,0.0,max_tokens:1024,9.5747,437.5,500,497,497,3,20,1.6506,0.0005,14.3375,0.0005,8.2053,0.072,50.0912,0.0105,8.2053,0.072,50.0912,0.0105,0.2452,0.6998,2.1409,0.3675,273,78,50,273,78,55,10.0604,hit3,True,R23,10.0604,10.0,28.5714,64.1026,0.3548,0.0005,10.1856,0.0005,1.3026,0.0005,11.5173,0.0005,7.4447,12.6761,53.9448,74.4248,0.3548,0.0005,10.3993,0.0005,10.1856,0.0005,1.3026,0.0005,21.0226,0.0005,11.5173,0.0005,0.0018,0.0018,heavy,0.8551,15.6768,10.3381,1.6207,52.7636,12.862777,10.421628,False,False,True,5.2712912382832004e-12,4.718661021766549e-30,1.6874693158299798e-55,3.019655483957639e-26,31.897811,54.929577464788736,,2.78324177381353e-11,7.549857634826478e-29,False,contaminated,R12 + R23,heavy,8.628695933601609,8.424774680080484,2.2212466250483858,6.150919990619507,0.341203,15.52598225602028,29.485086590680623,True
ld50,LD50 (Zhu),measured,Llama 4 Maverick,llama4mav,Meta,t1024,2,500,500,0.0,max_tokens:1024,0.0341,0.0,500,497,497,3,20,1.0295,0.3963,19.7571,0.3513,0.8293,0.2314,13.5157,0.0965,0.8293,0.2314,13.5157,0.0965,0.213,0.1742,0.9541,0.5255,236,27,6,236,35,6,1.2072,hit3,True,R23,1.2072,1.2,11.4407,22.2222,0.5783,0.0515,15.824,0.2104,1.0084,0.3858,19.4645,0.3498,0.4024,2.2133,6.6667,39.1304,0.5783,0.0515,7.9636,0.0305,15.824,0.2104,1.0084,0.3858,10.8631,0.3038,19.4645,0.3498,0.6918,0.6522,clean,0.5775,13.6652,9.8727,1.3491,42.8028,12.862777,10.421628,False,False,True,0.7701032213945379,0.055715369225861185,0.00778794266427046,3.5207277939608264e-13,31.897811,47.48490945674044,,1.0,0.16810122829288404,False,clean,both rungs at chance,clean,0.0,0.6410785593561368,0.889442458654146,2.132315603665761,0.341203,22.20109843683988,3.5380697121654854,True
ld50,LD50 (Zhu),measured,GPT-5.6 luna,luna,OpenAI,t1024,2,500,500,0.0,low,0.5766,516.0,499,496,496,3,20,1.0024,0.0005,12.7507,0.0005,4.5447,0.2574,44.9581,0.2629,4.5447,0.2574,44.9581,0.2629,0.5985,0.6265,0.7692,0.451,243,52,26,243,53,27,5.2419,hit3,True,R23,5.2419,5.2104,21.3992,50.0,0.3546,0.0005,9.8855,0.0005,0.837,0.0005,10.749,0.0005,3.4274,7.2581,36.3636,62.5,0.3546,0.0005,10.429,0.001,9.8855,0.0005,0.837,0.0005,16.315,0.0005,10.749,0.0005,0.0018,0.0018,heavy,0.7545,14.5505,11.0197,1.6034,47.0573,12.862777,10.421628,False,False,True,0.00014783138726413828,9.335354258134979e-13,2.3693905460196613e-22,2.0444179077253407e-15,31.897811,48.99193548387097,,0.000538310155003207,5.243688349250286e-12,False,contaminated,R12 + R23,partial,4.182147558467742,4.149345451612904,1.6636531909089305,4.797714905962868,0.341203,19.053654414871147,15.362995049867676,True
ld50,LD50 (Zhu),measured,MiniMax M3,minimaxm3,MiniMax,t1024,2,500,500,0.4,max_tokens:1024,5.3109,4809.0,492,489,489,3,20,1.5913,0.0005,14.4209,0.0005,7.7858,0.1364,48.9324,0.098,7.7858,0.1364,48.9324,0.098,0.0122,0.6603,26.4242,0.3625,280,80,45,280,81,47,9.2025,hit3,True,R23,9.2025,9.1463,28.5714,56.25,0.3125,0.0005,9.5015,0.0005,1.2808,0.0005,11.8877,0.0005,6.7485,11.6616,44.8698,67.4441,0.3125,0.0005,9.6315,0.0005,9.5015,0.0005,1.2808,0.0005,19.1527,0.0005,11.8877,0.0005,0.0018,0.0018,heavy,0.9024,15.7478,10.7181,1.6879,53.4648,12.862777,10.421628,False,False,True,2.851210539739137e-12,8.648656656149136e-24,2.3713185396611276e-48,7.719496305768534e-31,31.897811,57.259713701431494,,1.5361624132472083e-11,9.51352232176405e-23,False,contaminated,R12 + R23,partial,8.99472891615542,7.497484171779141,2.2212466250483858,5.397429269208227,0.341203,15.314744402196874,26.970747619452354,True
ld50,LD50 (Zhu),measured,Mistral Large 2512,mistrall,Mistral,t1024,2,500,500,0.0,max_tokens:1024,0.0238,0.0,500,497,497,3,20,0.1352,0.5017,10.2083,0.3163,0.2097,0.6442,16.2147,0.4773,0.2097,0.6442,16.2147,0.4773,0.319,0.3752,1.31,1.1875,74,6,1,74,6,1,0.2012,hit3,False,R23,0.2012,0.2,8.1081,16.6667,0.1414,0.5077,9.2435,0.2429,0.1315,0.4953,10.0479,0.3003,0.0,0.6036,0.0,50.0,0.1414,0.5077,9.3986,0.6487,9.2435,0.2429,0.1315,0.4953,8.6769,0.5887,10.0479,0.3003,0.7883,0.5912,untestable,0.2596,11.4016,9.7469,1.1113,23.3561,12.862777,10.421628,False,False,True,0.9265229573470166,,0.8170749059134391,1.0,31.897811,14.88933601609658,,1.0,,True,clean,"R12 at chance, R23 no power",clean,0.0,0.07539282092555333,0.6303537719731906,1.5992415004642269,0.341203,50.168990283058726,0.5896782853609142,True
ld50,LD50 (Zhu),measured,Claude Opus 5,opus5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,2.8676,64.5,498,495,495,3,20,1.6772,0.0005,12.8136,0.0005,8.2055,0.2129,47.685,0.1519,8.2055,0.2129,47.685,0.1519,0.7777,0.7704,0.573,0.2755,320,86,46,320,91,48,9.2929,hit3,True,R23,9.2929,9.2369,26.875,53.4884,0.3129,0.0005,8.0972,0.0005,1.3626,0.0005,10.5398,0.0005,6.6667,11.9192,42.4629,63.4795,0.3129,0.0005,10.1728,0.0005,8.0972,0.0005,1.3626,0.0005,19.7417,0.0005,10.5398,0.0005,0.0018,0.0018,heavy,1.1579,17.5777,10.8004,1.8985,60.994,12.862777,10.421628,False,False,True,1.6336148322801284e-11,4.901138336407346e-23,1.3821857232880722e-49,2.2806835010576074e-50,31.897811,64.64646464646465,,8.374258557707843e-11,4.79222415115385e-22,False,contaminated,R12 + R23,partial,9.058406787878788,7.482303014141413,2.089362196048334,5.132441879522086,0.341203,11.639205745669624,27.23569253494254,True
ld50,LD50 (Zhu),measured,Qwen3-235B,qwen3,Alibaba,t1024,2,500,500,0.0,max_tokens:1024,0.0146,0.0,500,497,497,3,20,0.4063,0.6137,9.679,0.3778,0.5066,0.7111,13.2906,0.5977,0.5066,0.7111,13.2906,0.5977,0.0682,0.1093,1.191,0.614,207,18,2,207,22,2,0.4024,hit3,True,R23,0.4024,0.4,8.6957,11.1111,0.3974,0.5957,11.0195,0.4958,0.4075,0.6192,9.6288,0.3738,0.0,1.006,0.0,27.7778,0.3974,0.5957,8.9002,0.5292,11.0195,0.4958,0.4075,0.6192,10.1391,0.9005,9.6288,0.3738,0.9194,0.683,clean,0.5614,13.0701,11.1645,1.4592,38.4708,12.862777,10.421628,False,False,True,0.9759208098698777,0.5732275358697279,0.505812352080128,3.097942361644048e-06,31.897811,41.64989939637827,,1.0,1.0,False,clean,both rungs at chance,clean,0.0,0.024971219315895413,0.6760359757461395,1.0661578018328806,0.341203,25.940008449514153,1.1793565707218283,True
ld50,LD50 (Zhu),measured,GPT-5.6 sol,sol,OpenAI,t1024,2,500,500,0.0,low,4.6793,482.0,500,497,497,3,20,2.2216,0.0005,14.4582,0.0005,10.8232,0.079,51.6757,0.035,10.8232,0.079,51.6757,0.035,0.6532,0.7045,0.7709,0.3015,305,106,64,305,106,68,12.8773,hit3,True,R23,12.8773,12.8,34.7541,60.3774,0.368,0.0005,10.7549,0.0005,1.7763,0.0005,11.7418,0.0005,9.8592,15.6942,50.9615,70.0857,0.368,0.0005,9.9887,0.0005,10.7549,0.0005,1.7763,0.0005,25.1262,0.0005,11.7418,0.0005,0.0018,0.0018,heavy,1.0915,17.1315,10.9034,1.8679,58.4366,12.862777,10.421628,False,False,True,1.1651533520387953e-22,9.603627663931235e-36,1.2636755085516656e-77,2.0577098587611408e-41,31.897811,61.3682092555332,,1.0985731604937212e-21,3.621939576111209e-34,False,contaminated,R12 + R23,heavy,13.434311901408451,10.6545421167002,2.7019126585184523,5.7934710392656505,0.341203,12.737642585551331,37.74087566639215,True
ld50,LD50 (Zhu),measured,Claude Sonnet 5,sonnet5,Anthropic,t1024,2,500,500,0.0,max_tokens:1024,0.9734,0.0,498,495,495,3,20,0.8545,0.0005,11.3877,0.0005,2.523,0.4793,29.3081,0.3618,2.523,0.4793,29.3081,0.3618,0.6232,0.6014,0.7344,0.355,288,41,13,288,42,13,2.6263,hit3,True,R23,2.6263,2.6104,14.2361,31.7073,0.3792,0.0005,9.0153,0.001,0.8011,0.0005,10.7198,0.0005,1.4141,4.0455,17.7745,46.8085,0.3792,0.0005,9.8972,0.0155,9.0153,0.001,0.8011,0.0005,13.0993,0.1729,10.7198,0.0005,0.0018,0.0018,partial,0.9547,15.8098,11.1858,1.7684,53.9869,12.862777,10.421628,False,False,True,0.2670324427000291,0.00017876511622929103,2.7178832718725727e-08,2.5295896734053763e-33,31.897811,58.18181818181818,,0.6811262306551468,0.0006420951113541882,False,contaminated,R23 only (concentrated),trace,0.7990307555555552,1.763057074747475,1.106767224527021,3.0424517167567293,0.341203,14.997887621461766,7.697177340175791,True
ld50,LD50 (Zhu),measured,GPT-5.6 terra,terra,OpenAI,t1024,2,500,500,0.0,low,1.6935,734.5,500,497,497,3,20,1.3121,0.0005,13.5415,0.0005,6.0039,0.2279,46.2421,0.1364,6.0039,0.2279,46.2421,0.1364,0.6878,0.6781,0.6781,0.4095,272,64,34,272,65,38,6.841,hit3,True,R23,6.841,6.8,23.5294,53.125,0.3876,0.0005,10.5583,0.0005,1.0708,0.0005,11.2221,0.0005,4.6278,9.2555,40.0,66.129,0.3876,0.0005,10.583,0.0005,10.5583,0.0005,1.0708,0.0005,17.9108,0.0005,11.2221,0.0005,0.0018,0.0018,heavy,0.7817,14.9798,10.5099,1.5744,49.6509,12.862777,10.421628,False,False,True,1.0880734835654164e-06,2.6965281904326492e-17,1.4441412923551917e-32,7.861477099182915e-26,31.897811,54.72837022132797,,4.3522939342616655e-06,1.7797086056855486e-16,False,contaminated,R12 + R23,partial,5.8376753641851105,5.499025770623743,1.8292628411423133,5.097572087585548,0.341203,17.30038022813688,20.04964786358854,True
